data;cota
1983-06-01;182
1983-06-02;198
1983-06-03;190
1983-06-04;181
1983-06-05;168
1983-06-06;115
1983-06-07;81
1983-06-08;77
1983-06-09;78
1983-06-10;76
1983-06-11;71
1983-06-12;164
1983-06-13;147
1983-06-14;155
1983-06-15;158
1983-06-16;211
1983-06-17;190
1983-06-18;184
1983-06-19;195
1983-06-20;206
1983-06-21;200
1983-06-22;167
1983-06-23;197
1983-06-24;205
1983-06-25;189
1983-06-26;175
1983-06-27;158
1983-06-28;110
1983-06-29;106
1983-06-30;100
1983-07-01;100
1983-07-02;94
1983-07-03;112
1983-07-04;93
1983-07-05;88
1983-07-06;188
1983-07-07;267
1983-07-08;294
1983-07-09;467
1983-07-10;500
1983-07-11;665
1983-07-12;550
1983-07-13;325
1983-07-14;242
1983-07-15;200
1983-07-16;200
1983-07-17;375
1983-07-18;260
1983-07-19;216
1983-07-20;214
1983-07-21;209
1983-07-22;208
1983-07-23;205
1983-07-24;208
1983-07-25;270
1983-07-26;239
1983-07-27;202
1983-07-28;382
1983-07-29;300
1983-07-30;255
1983-07-31;456
1983-08-01;540
1983-08-02;380
1983-08-03;283
1983-08-04;221
1983-08-05;189
1983-08-06;189
1983-08-07;189
1983-08-08;184
1983-08-09;178
1983-08-10;174
1983-08-11;172
1983-08-12;169
1983-08-13;166
1983-08-14;163
1983-08-15;166
1983-08-16;164
1983-08-17;162
1983-08-18;184
1983-08-19;175
1983-08-20;170
1983-08-21;165
1983-08-22;162
1983-08-23;158
1983-08-24;154
1983-08-25;146
1983-08-26;137
1983-08-27;104
1983-08-28;80
1983-08-29;78
1983-08-30;76
1983-08-31;72
