data;vazao
1983-06-01;148.285
1983-06-02;171.712
1983-06-03;159.814
1983-06-04;146.87
1983-06-05;129.006
1983-06-06;66.7742
1983-06-07;35.343
1983-06-08;32.2653
1983-06-09;33.0216
1983-06-10;31.5179
1983-06-11;27.9122
1983-06-12;123.71
1983-06-13;102.274
1983-06-14;112.144
1983-06-15;115.945
1983-06-16;191.82
1983-06-17;159.814
1983-06-18;151.133
1983-06-19;167.207
1983-06-20;183.973
1983-06-21;174.743
1983-06-22;127.673
1983-06-23;170.205
1983-06-24;182.421
1983-06-25;158.353
1983-06-26;138.501
1983-06-27;115.945
1983-06-28;61.8191
1983-06-29;57.7617
1983-06-30;51.8805
1983-07-01;51.8805
1983-07-02;46.3156
1983-07-03;63.7815
1983-07-04;45.4188
1983-07-05;41.0669
1983-07-06;156.897
1983-07-07;289.097
1983-07-08;341.976
1983-07-09;766.898
1983-07-10;864.019
1983-07-11;1421.96
1983-07-12;1020.52
1983-07-13;407.322
1983-07-14;243.567
1983-07-15;174.743
1983-07-16;174.743
1983-07-17;522.861
1983-07-18;276.012
1983-07-19;199.807
1983-07-20;196.596
1983-07-21;188.665
1983-07-22;187.096
1983-07-23;182.421
1983-07-24;187.096
1983-07-25;294.784
1983-07-26;238.329
1983-07-27;177.797
1983-07-28;540.014
1983-07-29;354.241
1983-07-30;266.825
1983-07-31;735.632
1983-08-01;988.331
1983-08-02;535.089
1983-08-03;319.974
1983-08-04;207.934
1983-08-05;158.353
1983-08-06;158.353
1983-08-07;158.353
1983-08-08;151.133
1983-08-09;142.659
1983-08-10;137.127
1983-08-11;134.396
1983-08-12;130.344
1983-08-13;126.346
1983-08-14;122.401
1983-08-15;126.346
1983-08-16;123.71
1983-08-17;121.098
1983-08-18;151.133
1983-08-19;138.501
1983-08-20;131.689
1983-08-21;125.025
1983-08-22;121.098
1983-08-23;115.945
1983-08-24;110.889
1983-08-25;101.068
1983-08-26;90.489
1983-08-27;55.7661
1983-08-28;34.5604
1983-08-29;33.0216
1983-08-30;31.5179
1983-08-31;28.6158
