data;cota
1983-06-01;473
1983-06-02;479
1983-06-03;462
1983-06-04;446
1983-06-05;421
1983-06-06;340
1983-06-07;239
1983-06-08;217
1983-06-09;211
1983-06-10;210
1983-06-11;203
1983-06-12;450
1983-06-13;564
1983-06-14;576
1983-06-15;521
1983-06-16;524
1983-06-17;484
1983-06-18;464
1983-06-19;458
1983-06-20;460
1983-06-21;407
1983-06-22;342
1983-06-23;363
1983-06-24;474
1983-06-25;495
1983-06-26;463
1983-06-27;411
1983-06-28;371
1983-06-29;369
1983-06-30;341
1983-07-01;318
1983-07-02;290
1983-07-03;294
1983-07-04;268
1983-07-05;244
1983-07-06;456
1983-07-07;440
1983-07-08;517
1983-07-09;797
1983-07-10;929
1983-07-11;1203
1983-07-12;1114
1983-07-13;730
1983-07-14;475
1983-07-15;369
1983-07-16;347
1983-07-17;614
1983-07-18;530
1983-07-19;401
1983-07-20;375
1983-07-21;367
1983-07-22;363
1983-07-23;358
1983-07-24;361
1983-07-25;284
1983-07-26;268
1983-07-27;237
1983-07-28;205
1983-07-29;197
1983-07-30;191
1983-07-31;185
1983-08-01;985
1983-08-02;796
1983-08-03;564
1983-08-04;422
1983-08-05;343
1983-08-06;326
1983-08-07;326
1983-08-08;319
1983-08-09;308
1983-08-10;300
1983-08-11;295
1983-08-12;290
1983-08-13;284
1983-08-14;279
1983-08-15;281
1983-08-16;280
1983-08-17;276
1983-08-18;306
1983-08-19;304
1983-08-20;293
1983-08-21;283
1983-08-22;277
1983-08-23;270
1983-08-24;262
1983-08-25;284
1983-08-26;268
1983-08-27;237
1983-08-28;205
1983-08-29;197
1983-08-30;191
1983-08-31;185
