data;vazao
1983-06-01;8.6065
1983-06-02;7.6768
1983-06-03;7.1165
1983-06-04;7.0064
1983-06-05;6.4657
1983-06-06;6.5725
1983-06-07;6.3595
1983-06-08;6.1493
1983-06-09;6.2541
1983-06-10;6.68
1983-06-11;7.0064
1983-06-12;41.1759
1983-06-13;14.4916
1983-06-14;10.3289
1983-06-15;8.3703
1983-06-16;6.897
1983-06-17;6.5725
1983-06-18;6.2541
1983-06-19;6.1493
1983-06-20;5.8389
1983-06-21;5.6354
1983-06-22;5.5347
1983-06-23;5.3353
1983-06-24;24.8571
1983-06-25;21.6008
1983-06-26;16.3862
1983-06-27;12.5496
1983-06-28;10.3289
1983-06-29;8.4881
1983-06-30;7.5635
1983-07-01;6.897
1983-07-02;6.68
1983-07-03;6.2541
1983-07-04;6.0451
1983-07-05;5.8389
1983-07-06;33.3732
1983-07-07;49.7064
1983-07-08;48.7103
1983-07-09;42.1181
1983-07-10;33.5484
1983-07-11;27.7671
1983-07-12;41.1759
1983-07-13;20.8482
1983-07-14;17.0815
1983-07-15;11.5525
1983-07-16;15.7007
1983-07-17;50.9106
1983-07-18;21.2987
1983-07-19;13.9646
1983-07-20;12.8031
1983-07-21;11.7992
1983-07-22;10.703
1983-07-23;10.2019
1983-07-24;9.8246
1983-07-25;24.3827
1983-07-26;43.8319
1983-07-27;36.9344
1983-07-28;31.9828
1983-07-29;18.357
1983-07-30;15.837
1983-07-31;14.4916
1983-08-01;40.801
1983-08-02;19.6627
1983-08-03;14.0957
1983-08-04;12.9305
1983-08-05;11.6757
1983-08-06;10.9435
1983-08-07;10.4564
1983-08-08;9.7001
1983-08-09;9.5761
1983-08-10;9.2079
1983-08-11;8.9655
1983-08-12;8.6065
1983-08-13;8.6065
1983-08-14;8.6065
1983-08-15;8.0207
1983-08-16;7.4508
1983-08-17;8.1366
1983-08-18;8.1366
1983-08-19;7.1165
1983-08-20;6.68
1983-08-21;6.3595
1983-08-22;6.1493
1983-08-23;6.1493
1983-08-24;6.0451
1983-08-25;5.7368
1983-08-26;5.5347
1983-08-27;5.5347
1983-08-28;5.3353
1983-08-29;5.3353
1983-08-30;5.3353
1983-08-31;5.1388
