data;cota
1983-06-01;165
1983-06-02;162
1983-06-03;157
1983-06-04;140
1983-06-05;132
1983-06-06;130
1983-06-07;130
1983-06-08;128
1983-06-09;220
1983-06-10;199
1983-06-11;181
1983-06-12;215
1983-06-13;200
1983-06-14;230
1983-06-15;200
1983-06-16;185
1983-06-17;170
1983-06-18;174
1983-06-19;160
1983-06-20;151
1983-06-21;143
1983-06-22;129
1983-06-23;124
1983-06-24;305
1983-06-25;320
1983-06-26;291
1983-06-27;293
1983-06-28;280
1983-06-29;184
1983-06-30;178
1983-07-01;177
1983-07-02;171
1983-07-03;170
1983-07-04;172
1983-07-05;179
1983-07-06;423
1983-07-07;682
1983-07-08;750
1983-07-09;695
1983-07-10;700
1983-07-11;625
1983-07-12;683
1983-07-13;553
1983-07-14;540
1983-07-15;463
1983-07-16;455
1983-07-17;534
1983-07-18;423
1983-07-19;420
1983-07-20;394
1983-07-21;346
1983-07-22;314
1983-07-23;294
1983-07-24;281
1983-07-25;299
1983-07-26;360
1983-07-27;428
1983-07-28;480
1983-07-29;381
1983-07-30;368
1983-07-31;350
1983-08-01;448
1983-08-02;383
1983-08-03;370
1983-08-04;355
1983-08-05;337
1983-08-06;316
1983-08-07;295
1983-08-08;284
1983-08-09;263
1983-08-10;241
1983-08-11;196
1983-08-12;184
1983-08-13;180
1983-08-14;175
1983-08-15;172
1983-08-16;171
1983-08-17;165
1983-08-18;157
1983-08-19;143
1983-08-20;133
1983-08-21;127
1983-08-22;126
1983-08-23;123
1983-08-24;121
1983-08-25;119
1983-08-26;117
1983-08-27;117
1983-08-28;117
1983-08-29;116
1983-08-30;116
1983-08-31;115
