data;cota
1983-06-01;157
1983-06-02;144
1983-06-03;140
1983-06-04;138
1983-06-05;133
1983-06-06;134
1983-06-07;128
1983-06-08;126
1983-06-09;126
1983-06-10;149
1983-06-11;122
1983-06-12;395
1983-06-13;232
1983-06-14;202
1983-06-15;184
1983-06-16;142
1983-06-17;132
1983-06-18;137
1983-06-19;106
1983-06-20;128
1983-06-21;126
1983-06-22;124
1983-06-23;124
1983-06-24;279
1983-06-25;285
1983-06-26;193
1983-06-27;176
1983-06-28;169
1983-06-29;151
1983-06-30;142
1983-07-01;142
1983-07-02;143
1983-07-03;132
1983-07-04;127
1983-07-05;120
1983-07-06;341
1983-07-07;360
1983-07-08;379
1983-07-09;398
1983-07-10;417
1983-07-11;436
1983-07-12;604
1983-07-13;360
1983-07-14;274
1983-07-15;212
1983-07-16;217
1983-07-17;476
1983-07-18;242
1983-07-19;210
1983-07-20;182
1983-07-21;174
1983-07-22;161
1983-07-23;149
1983-07-24;145
1983-07-25;219
1983-07-26;490
1983-07-27;515
1983-07-28;336
1983-07-29;262
1983-07-30;136
1983-07-31;214
1983-08-01;368
1983-08-02;296
1983-08-03;224
1983-08-04;196
1983-08-05;174
1983-08-06;159
1983-08-07;155
1983-08-08;151
1983-08-09;145
1983-08-10;140
1983-08-11;138
1983-08-12;136
1983-08-13;133
1983-08-14;132
1983-08-15;131
1983-08-16;131
1983-08-17;143
1983-08-18;140
1983-08-19;131
1983-08-20;129
1983-08-21;126
1983-08-22;128
1983-08-23;128
1983-08-24;126
1983-08-25;127
1983-08-26;127
1983-08-27;123
1983-08-28;118
1983-08-29;123
1983-08-30;122
1983-08-31;120
