data;vazao
1980-01-01;19.0306
1980-01-02;16.6699
1980-01-03;15.7823
1980-01-04;15.3503
1980-01-05;14.5098
1980-01-06;14.1011
1980-01-07;25.5649
1980-01-08;34.8634
1980-01-09;44.4002
1980-01-10;72.9354
1980-01-11;48.8295
1980-01-12;34.1358
1980-01-13;27.4001
1980-01-14;24.3873
1980-01-15;21.0692
1980-01-16;20.0329
1980-01-17;24.9715
1980-01-18;43.5473
1980-01-19;74.1301
1980-01-20;50.6792
1980-01-21;37.8754
1980-01-22;32.0129
1980-01-23;25.5649
1980-01-24;38.6541
1980-01-25;68.2831
1980-01-26;80.2957
1980-01-27;59.5709
1980-01-28;46.1389
1980-01-29;52.5741
1980-01-30;39.4432
1980-01-31;31.3249
1980-02-01;30.6468
1980-02-02;28.0304
1980-02-03;24.9715
1980-02-04;23.2459
1980-02-05;20.0329
1980-02-06;19.0306
1980-02-07;19.5276
1980-02-08;19.5276
1980-02-09;17.5897
1980-02-10;16.2221
1980-02-11;25.5649
1980-02-12;34.1358
1980-02-13;23.2459
1980-02-14;19.0306
1980-02-15;17.5897
1980-02-16;18.0617
1980-02-17;16.6699
1980-02-18;18.0617
1980-02-19;16.6699
1980-02-20;14.9262
1980-02-21;14.1011
1980-02-22;12.9204
1980-02-23;38.6541
1980-02-24;21.0692
1980-02-25;17.5897
1980-02-26;16.2221
1980-02-27;18.542
1980-02-28;18.542
1980-02-29;57.5132
1980-03-01;136.602
1980-03-02;41.8737
1980-03-03;62.7469
1980-03-04;184.401
1980-03-05;108.305
1980-03-06;62.7469
1980-03-07;47.0247
1980-03-08;41.0529
1980-03-09;36.349
1980-03-10;37.107
1980-03-11;32.0129
1980-03-12;42.7051
1980-03-13;39.4432
1980-03-14;35.6011
1980-03-15;29.3195
1980-03-16;27.4001
1980-03-17;27.4001
1980-03-18;24.3873
1980-03-19;22.14
1980-03-20;20.5468
1980-03-21;19.0306
1980-03-22;17.5897
1980-03-23;16.6699
1980-03-24;15.7823
1980-03-25;14.9262
1980-03-26;14.1011
1980-03-27;13.7
1980-03-28;13.3065
1980-03-29;12.5418
1980-03-30;12.5418
1980-03-31;12.5418
1980-04-01;11.8064
1980-04-02;11.4496
1980-04-03;10.7573
1980-04-04;10.7573
1980-04-05;10.4217
1980-04-06;10.4217
1980-04-07;9.7713
1980-04-08;9.4563
1980-04-09;9.4563
1980-04-10;12.9204
1980-04-11;11.8064
1980-04-12;10.4217
1980-04-13;20.0329
1980-04-14;28.6702
1980-04-15;58.5361
1980-04-16;36.349
1980-04-17;23.8121
1980-04-18;20.0329
1980-04-19;22.6886
1980-04-20;18.0617
1980-04-21;12.5418
1980-04-22;13.7
1980-04-23;12.5418
1980-04-24;11.8064
1980-04-25;11.4496
1980-04-26;10.7573
1980-04-27;10.4217
1980-04-28;10.0931
1980-04-29;9.7713
1980-04-30;9.4563
1980-05-01;10.4217
1980-05-02;10.4217
1980-05-03;10.7573
1980-05-04;10.0931
1980-05-05;9.148
1980-05-06;8.5514
1980-05-07;8.5514
1980-05-08;13.7
1980-05-09;16.6699
1980-05-10;18.0617
1980-05-11;43.5473
1980-05-12;26.1673
1980-05-13;20.5468
1980-05-14;17.5897
1980-05-15;15.7823
1980-05-16;14.1011
1980-05-17;12.9204
1980-05-18;14.9262
1980-05-19;14.5098
1980-05-20;17.5897
1980-05-21;15.7823
1980-05-22;14.5098
1980-05-23;14.1011
1980-05-24;12.9204
1980-05-25;11.8064
1980-05-26;11.4496
1980-05-27;11.1
1980-05-28;10.7573
1980-05-29;10.4217
1980-05-30;10.0931
1980-05-31;9.7713
1980-06-01;9.4563
1980-06-02;9.148
1980-06-03;9.148
1980-06-04;8.5514
1980-06-05;7.9808
1980-06-06;7.7051
1980-06-07;7.7051
1980-06-08;7.7051
1980-06-09;7.7051
1980-06-10;7.4358
1980-06-11;7.4358
1980-06-12;7.4358
1980-06-13;7.4358
1980-06-14;7.7051
1980-06-15;7.7051
1980-06-16;7.4358
1980-06-17;6.9157
1980-06-18;6.4201
1980-06-19;6.4201
1980-06-20;6.6649
1980-06-21;9.148
1980-06-22;21.0692
1980-06-23;13.7
1980-06-24;13.3065
1980-06-25;35.6011
1980-06-26;119.437
1980-06-27;46.1389
1980-06-28;29.9783
1980-06-29;23.8121
1980-06-30;20.5468
1980-07-01;47.0247
1980-07-02;298.823
1980-07-03;175.503
1980-07-04;122.75
1980-07-05;86.788
1980-07-06;49.7487
1980-07-07;50.6792
1980-07-08;41.8737
1980-07-09;69.4274
1980-07-10;95.0213
1980-07-11;67.1513
1980-07-12;50.6792
1980-07-13;66.0318
1980-07-14;63.8296
1980-07-15;56.5021
1980-07-16;43.5473
1980-07-17;37.8754
1980-07-18;31.3249
1980-07-19;29.9783
1980-07-20;26.1673
1980-07-21;25.5649
1980-07-22;22.6886
1980-07-23;21.0692
1980-07-24;19.5276
1980-07-25;18.542
1980-07-26;17.5897
1980-07-27;16.6699
1980-07-28;16.6699
1980-07-29;16.6699
1980-07-30;180.567
1980-07-31;159.24
1980-08-01;84.1514
1980-08-02;58.5361
1980-08-03;45.2641
1980-08-04;37.8754
1980-08-05;33.4182
1980-08-06;39.4432
1980-08-07;32.7106
1980-08-08;28.0304
1980-08-09;26.1673
1980-08-10;24.9715
1980-08-11;23.2459
1980-08-12;22.14
1980-08-13;20.5468
1980-08-14;19.5276
1980-08-15;19.0306
1980-08-16;18.0617
1980-08-17;17.5897
1980-08-18;18.542
1980-08-19;20.5468
1980-08-20;22.6886
1980-08-21;74.1301
1980-08-22;84.1514
1980-08-23;117.803
1980-08-24;82.853
1980-08-25;264.257
1980-08-26;268.675
1980-08-27;168.009
1980-08-28;100.785
1980-08-29;71.7535
1980-08-30;58.5361
1980-08-31;48.8295
1980-09-01;45.2641
1980-09-02;155.309
1980-09-03;245.432
1980-09-04;131.294
1980-09-05;86.788
1980-09-06;66.0318
1980-09-07;54.5149
1980-09-08;47.9215
1980-09-09;49.7487
1980-09-10;41.8737
1980-09-11;36.349
1980-09-12;33.4182
1980-09-13;30.6468
1980-09-14;29.3195
1980-09-15;29.9783
1980-09-16;33.4182
1980-09-17;35.6011
1980-09-18;31.3249
1980-09-19;29.3195
1980-09-20;52.5741
1980-09-21;47.0247
1980-09-22;47.0247
1980-09-23;42.7051
1980-09-24;37.107
1980-09-25;32.7106
1980-09-26;29.9783
1980-09-27;26.1673
1980-09-28;32.7106
1980-09-29;32.7106
1980-09-30;28.0304
1980-10-01;25.5649
1980-10-02;24.3873
1980-10-03;22.6886
1980-10-04;21.6003
1980-10-05;20.5468
1980-10-06;19.5276
1980-10-07;20.0329
1980-10-08;24.3873
1980-10-09;28.0304
1980-10-10;23.2459
1980-10-11;21.6003
1980-10-12;26.1673
1980-10-13;43.5473
1980-10-14;41.8737
1980-10-15;37.8754
1980-10-16;32.7106
1980-10-17;27.4001
1980-10-18;25.5649
1980-10-19;45.2641
1980-10-20;63.8296
1980-10-21;59.5709
1980-10-22;50.6792
1980-10-23;50.6792
1980-10-24;39.4432
1980-10-25;37.107
1980-10-26;32.7106
1980-10-27;37.107
1980-10-28;38.6541
1980-10-29;34.1358
1980-10-30;31.3249
1980-10-31;66.0318
1980-11-01;48.8295
1980-11-02;40.2428
1980-11-03;34.8634
1980-11-04;29.9783
1980-11-05;26.779
1980-11-06;26.1673
1980-11-07;24.9715
1980-11-08;22.6886
1980-11-09;37.8754
1980-11-10;80.2957
1980-11-11;47.0247
1980-11-12;37.107
1980-11-13;31.3249
1980-11-14;27.4001
1980-11-15;24.3873
1980-11-16;23.2459
1980-11-17;22.14
1980-11-18;20.5468
1980-11-19;18.542
1980-11-20;17.5897
1980-11-21;17.5897
1980-11-22;16.6699
1980-11-23;18.0617
1980-11-24;22.6886
1980-11-25;18.542
1980-11-26;16.6699
1980-11-27;14.9262
1980-11-28;14.5098
1980-11-29;14.9262
1980-11-30;14.9262
1980-12-01;14.9262
1980-12-02;108.305
1980-12-03;159.24
1980-12-04;41.8737
1980-12-05;29.3195
1980-12-06;27.4001
1980-12-07;27.4001
1980-12-08;22.14
1980-12-09;20.0329
1980-12-10;18.542
1980-12-11;18.542
1980-12-12;19.5276
1980-12-13;34.1358
1980-12-14;25.5649
1980-12-15;20.5468
1980-12-16;18.0617
1980-12-17;15.7823
1980-12-18;14.9262
1980-12-19;15.7823
1980-12-20;277.593
1980-12-21;616.442
1980-12-22;300.362
1980-12-23;147.637
1980-12-24;60.6175
1980-12-25;74.1301
