data;vazao
1980-01-01;17.3369
1980-01-02;14.5806
1980-01-03;13.5938
1980-01-04;12.9503
1980-01-05;12.633
1980-01-06;12.3187
1980-01-07;12.9503
1980-01-08;13.2706
1980-01-09;31.8176
1980-01-10;65.4914
1980-01-11;29.6143
1980-01-12;19.8925
1980-01-13;16.6311
1980-01-14;15.5932
1980-01-15;14.5806
1980-01-16;17.6939
1980-01-17;23.3681
1980-01-18;33.6226
1980-01-19;34.539
1980-01-20;25.3884
1980-01-21;18.416
1980-01-22;15.9364
1980-01-23;14.9153
1980-01-24;15.2529
1980-01-25;19.5194
1980-01-26;20.6467
1980-01-27;16.6311
1980-01-28;15.2529
1980-01-29;25.8
1980-01-30;17.6939
1980-01-31;15.5932
1980-02-01;14.9153
1980-02-02;15.5932
1980-02-03;14.5806
1980-02-04;13.5938
1980-02-05;12.633
1980-02-06;12.3187
1980-02-07;13.5938
1980-02-08;12.9503
1980-02-09;12.3187
1980-02-10;11.699
1980-02-11;19.1489
1980-02-12;35.9309
1980-02-13;18.7811
1980-02-14;14.9153
1980-02-15;13.2706
1980-02-16;12.633
1980-02-17;14.9153
1980-02-18;18.0536
1980-02-19;14.9153
1980-02-20;13.2706
1980-02-21;12.3187
1980-02-22;11.0913
1980-02-23;10.2028
1980-02-24;9.6261
1980-02-25;12.3187
1980-02-26;18.0536
1980-02-27;19.1489
1980-02-28;24.5728
1980-02-29;60.3029
1980-03-01;54.182
1980-03-02;28.7497
1980-03-03;20.2683
1980-03-04;19.8925
1980-03-05;18.0536
1980-03-06;15.2529
1980-03-07;14.5806
1980-03-08;22.1864
1980-03-09;27.0495
1980-03-10;25.8
1980-03-11;20.6467
1980-03-12;26.6305
1980-03-13;24.1687
1980-03-14;22.1864
1980-03-15;19.1489
1980-03-16;17.3369
1980-03-17;16.6311
1980-03-18;15.2529
1980-03-19;14.5806
1980-03-20;14.5806
1980-03-21;15.5932
1980-03-22;14.2488
1980-03-23;13.2706
1980-03-24;12.633
1980-03-25;12.0073
1980-03-26;11.699
1980-03-27;37.3433
1980-03-28;30.0502
1980-03-29;91.0953
1980-03-30;44.2002
1980-03-31;27.4709
1980-04-01;21.4113
1980-04-02;18.0536
1980-04-03;16.6311
1980-04-04;15.2529
1980-04-05;14.9153
1980-04-06;14.2488
1980-04-07;13.5938
1980-04-08;13.2706
1980-04-09;13.2706
1980-04-10;12.9503
1980-04-11;12.633
1980-04-12;12.0073
1980-04-13;24.1687
1980-04-14;35.4646
1980-04-15;73.2659
1980-04-16;35.9309
1980-04-17;25.8
1980-04-18;22.1864
1980-04-19;20.2683
1980-04-20;18.416
1980-04-21;16.9826
1980-04-22;15.5932
1980-04-23;15.2529
1980-04-24;14.2488
1980-04-25;13.5938
1980-04-26;13.2706
1980-04-27;12.9503
1980-04-28;12.633
1980-04-29;12.0073
1980-04-30;11.699
1980-05-01;11.3936
1980-05-02;21.7976
1980-05-03;17.6939
1980-05-04;13.9198
1980-05-05;12.3187
1980-05-06;11.3936
1980-05-07;11.0913
1980-05-08;14.9153
1980-05-09;21.7976
1980-05-10;15.2529
1980-05-11;13.9198
1980-05-12;12.9503
1980-05-13;12.633
1980-05-14;12.0073
1980-05-15;11.3936
1980-05-16;11.3936
1980-05-17;11.0913
1980-05-18;11.0913
1980-05-19;11.3936
1980-05-20;13.2706
1980-05-21;13.2706
1980-05-22;14.2488
1980-05-23;12.3187
1980-05-24;11.3936
1980-05-25;11.0913
1980-05-26;10.7921
1980-05-27;10.4959
1980-05-28;10.2028
1980-05-29;9.9129
1980-05-30;9.6261
1980-05-31;9.6261
1980-06-01;9.6261
1980-06-02;10.2028
1980-06-03;9.6261
1980-06-04;9.062
1980-06-05;8.5108
1980-06-06;8.2401
1980-06-07;7.9727
1980-06-08;7.9727
1980-06-09;7.9727
1980-06-10;7.9727
1980-06-11;7.7086
1980-06-12;7.7086
1980-06-13;7.9727
1980-06-14;8.5108
1980-06-15;8.5108
1980-06-16;8.2401
1980-06-17;7.9727
1980-06-18;7.7086
1980-06-19;7.4479
1980-06-20;7.7086
1980-06-21;9.062
1980-06-22;10.2028
1980-06-23;9.3425
1980-06-24;7.9727
1980-06-25;21.0277
1980-06-26;54.182
1980-06-27;19.1489
1980-06-28;14.2488
1980-06-29;12.633
1980-06-30;11.699
1980-07-01;17.6939
1980-07-02;107.509
1980-07-03;53.0957
1980-07-04;46.7529
1980-07-05;32.2653
1980-07-06;24.5728
1980-07-07;20.6467
1980-07-08;18.416
1980-07-09;20.6467
1980-07-10;25.8
1980-07-11;19.8925
1980-07-12;17.6939
1980-07-13;16.2824
1980-07-14;15.2529
1980-07-15;14.2488
1980-07-16;13.2706
1980-07-17;12.9503
1980-07-18;12.633
1980-07-19;12.0073
1980-07-20;11.699
1980-07-21;11.3936
1980-07-22;11.0913
1980-07-23;10.7921
1980-07-24;10.4959
1980-07-25;10.4959
1980-07-26;10.2028
1980-07-27;10.4959
1980-07-28;11.3936
1980-07-29;13.9198
1980-07-30;203.883
1980-07-31;162.599
1980-08-01;58.6092
1980-08-02;39.7424
1980-08-03;30.0502
1980-08-04;25.8
1980-08-05;22.5777
1980-08-06;21.7976
1980-08-07;23.7672
1980-08-08;19.5194
1980-08-09;17.3369
1980-08-10;16.9826
1980-08-11;18.416
1980-08-12;15.9364
1980-08-13;14.5806
1980-08-14;14.5806
1980-08-15;13.9198
1980-08-16;13.2706
1980-08-17;13.9198
1980-08-18;30.0502
1980-08-19;26.6305
1980-08-20;31.8176
1980-08-21;147.241
1980-08-22;130.182
1980-08-23;214.744
