data;vazao
1980-01-01;46.2172
1980-01-02;38.6145
1980-01-03;32.6035
1980-01-04;33.5726
1980-01-05;31.6475
1980-01-06;29.775
1980-01-07;33.5726
1980-01-08;54.4473
1980-01-09;122.245
1980-01-10;175.568
1980-01-11;138.261
1980-01-12;83.2832
1980-01-13;62.37
1980-01-14;50.8438
1980-01-15;45.0925
1980-01-16;43.9807
1980-01-17;45.0925
1980-01-18;55.6737
1980-01-19;98.3213
1980-01-20;124.193
1980-01-21;80.1108
1980-01-22;59.6288
1980-01-23;48.505
1980-01-24;49.6681
1980-01-25;91.4837
1980-01-26;126.157
1980-01-27;103.611
1980-01-28;88.1573
1980-01-29;73.9508
1980-01-30;70.9632
1980-01-31;58.2813
1980-02-01;53.2334
1980-02-02;49.6681
1980-02-03;43.9807
1980-02-04;40.7222
1980-02-05;36.5586
1980-02-06;33.5726
1980-02-07;40.7222
1980-02-08;41.7955
1980-02-09;36.5586
1980-02-10;32.6035
1980-02-11;46.2172
1980-02-12;81.6893
1980-02-13;60.9917
1980-02-14;43.9807
1980-02-15;36.5586
1980-02-16;48.505
1980-02-17;39.6619
1980-02-18;39.6619
1980-02-19;37.58
1980-02-20;31.6475
1980-02-21;28.8586
1980-02-22;27.0656
1980-02-23;27.9555
1980-02-24;39.6619
1980-02-25;42.8816
1980-02-26;38.6145
1980-02-27;43.9807
1980-02-28;41.7955
1980-02-29;110.88
1980-03-01;222.53
1980-03-02;173.25
1980-03-03;177.901
1980-03-04;227.797
1980-03-05;319.572
1980-03-06;144.521
1980-03-07;128.136
1980-03-08;124.193
1980-03-09;126.157
1980-03-10;114.607
1980-03-11;93.17
1980-03-12;109.04
1980-03-13;164.133
1980-03-14;107.215
1980-03-15;88.1573
1980-03-16;75.4677
1980-03-17;70.9632
1980-03-18;62.37
1980-03-19;54.4473
1980-03-20;48.505
1980-03-21;43.9807
1980-03-22;42.8816
1980-03-23;37.58
1980-03-24;35.5502
1980-03-25;33.5726
1980-03-26;32.6035
1980-03-27;32.6035
1980-03-28;35.5502
1980-03-29;33.5726
1980-03-30;29.775
1980-03-31;29.775
1980-04-01;27.9555
1980-04-02;26.1891
1980-04-03;24.4762
1980-04-04;24.4762
1980-04-05;24.4762
1980-04-06;23.6398
1980-04-07;22.8169
1980-04-08;21.2117
1980-04-09;21.2117
1980-04-10;21.2117
1980-04-11;27.9555
1980-04-12;22.8169
1980-04-13;34.5549
1980-04-14;77
1980-04-15;148.772
1980-04-16;86.5172
1980-04-17;55.6737
1980-04-18;42.8816
1980-04-19;38.6145
1980-04-20;34.5549
1980-04-21;31.6475
1980-04-22;29.775
1980-04-23;27.9555
1980-04-24;26.1891
1980-04-25;25.3259
1980-04-26;24.4762
1980-04-27;22.8169
1980-04-28;21.2117
1980-04-29;20.4294
1980-04-30;20.4294
1980-05-01;20.4294
1980-05-02;26.1891
1980-05-03;29.775
1980-05-04;24.4762
1980-05-05;22.0075
1980-05-06;19.6607
1980-05-07;18.1644
1980-05-08;36.5586
1980-05-09;55.6737
1980-05-10;53.2334
1980-05-11;60.9917
1980-05-12;60.9917
1980-05-13;43.9807
1980-05-14;37.58
1980-05-15;32.6035
1980-05-16;30.7047
1980-05-17;27.9555
1980-05-18;27.9555
1980-05-19;29.775
1980-05-20;29.775
1980-05-21;31.6475
1980-05-22;29.775
1980-05-23;27.9555
1980-05-24;26.1891
1980-05-25;26.1891
1980-05-26;24.4762
1980-05-27;22.8169
