data;cota
1980-01-01;124
1980-01-02;117
1980-01-03;114
1980-01-04;112
1980-01-05;112
1980-01-06;111
1980-01-07;114
1980-01-08;114
1980-01-09;198
1980-01-10;184
1980-01-11;149
1980-01-12;130
1980-01-13;122
1980-01-14;120
1980-01-15;118
1980-01-16;134
1980-01-17;139
1980-01-18;168
1980-01-19;162
1980-01-20;144
1980-01-21;127
1980-01-22;121
1980-01-23;118
1980-01-24;120
1980-01-25;139
1980-01-26;132
1980-01-27;123
1980-01-28;120
1980-01-29;140
1980-01-30;125
1980-01-31;120
1980-02-01;119
1980-02-02;120
1980-02-03;117
1980-02-04;114
1980-02-05;111
1980-02-06;112
1980-02-07;114
1980-02-08;112
1980-02-09;110
1980-02-10;108
1980-02-11;138
1980-02-12;155
1980-02-13;128
1980-02-14;117
1980-02-15;113
1980-02-16;111
1980-02-17;127
1980-02-18;126
1980-02-19;118
1980-02-20;113
1980-02-21;110
1980-02-22;106
1980-02-23;103
1980-02-24;101
1980-02-25;120
1980-02-26;129
1980-02-27;127
1980-02-28;165
1980-02-29;222
1980-03-01;182
1980-03-02;144
1980-03-03;133
1980-03-04;134
1980-03-05;126
1980-03-06;119
1980-03-07;117
1980-03-08;155
1980-03-09;152
1980-03-10;142
1980-03-11;135
1980-03-12;146
1980-03-13;140
1980-03-14;135
1980-03-15;130
1980-03-16;125
1980-03-17;122
1980-03-18;119
1980-03-19;117
1980-03-20;119
1980-03-21;120
1980-03-22;116
1980-03-23;113
1980-03-24;111
1980-03-25;110
1980-03-26;109
1980-03-27;186
1980-03-28;168
1980-03-29;308
1980-03-30;175
1980-03-31;148
1980-04-01;134
1980-04-02;127
1980-04-03;123
1980-04-04;120
1980-04-05;118
1980-04-06;116
1980-04-07;115
1980-04-08;114
1980-04-09;113
1980-04-10;113
1980-04-11;111
1980-04-12;109
1980-04-13;139
1980-04-14;193
1980-04-15;208
1980-04-16;164
1980-04-17;146
1980-04-18;138
1980-04-19;132
1980-04-20;128
1980-04-21;123
1980-04-22;120
1980-04-23;119
1980-04-24;117
1980-04-25;115
1980-04-26;114
1980-04-27;113
1980-04-28;111
1980-04-29;110
1980-04-30;108
1980-05-01;108
1980-05-02;136
1980-05-03;123
1980-05-04;115
1980-05-05;110
1980-05-06;107
1980-05-07;106
1980-05-08;125
1980-05-09;133
1980-05-10;119
1980-05-11;115
1980-05-12;112
1980-05-13;111
1980-05-14;109
1980-05-15;108
1980-05-16;108
1980-05-17;107
1980-05-18;107
1980-05-19;108
1980-05-20;111
1980-05-21;112
1980-05-22;116
1980-05-23;110
1980-05-24;108
1980-05-25;107
1980-05-26;106
1980-05-27;105
1980-05-28;104
1980-05-29;103
1980-05-30;102
1980-05-31;102
1980-06-01;102
1980-06-02;103
1980-06-03;102
1980-06-04;99
1980-06-05;97
1980-06-06;97
1980-06-07;96
1980-06-08;96
1980-06-09;96
1980-06-10;96
1980-06-11;95
1980-06-12;95
1980-06-13;96
1980-06-14;98
1980-06-15;98
1980-06-16;97
1980-06-17;96
1980-06-18;95
1980-06-19;94
1980-06-20;95
1980-06-21;101
1980-06-22;104
1980-06-23;100
1980-06-24;96
1980-06-25;167
1980-06-26;176
1980-06-27;126
1980-06-28;115
1980-06-29;111
1980-06-30;108
1980-07-01;146
1980-07-02;289
1980-07-03;202
1980-07-04;184
1980-07-05;159
1980-07-06;142
1980-07-07;134
1980-07-08;128
1980-07-09;138
1980-07-10;142
1980-07-11;129
1980-07-12;126
1980-07-13;122
1980-07-14;119
1980-07-15;116
1980-07-16;117
1980-07-17;113
1980-07-18;112
1980-07-19;110
1980-07-20;109
1980-07-21;108
1980-07-22;107
1980-07-23;106
