folha,frac_invalida,frac_miolo,colar_px,dif_mediana,dif_p95,classe,doente
MDT_SG-22-Z-B-I-3-NE-C.tif,0.02598,0.01388,0,744.25,156.35,fora_de_nivel,1
MDT_SG-22-Z-B-I-3-NE-D.tif,0.02673,0.01461,0,816.7,485.93,fora_de_nivel,1
MDT_SG-22-Z-B-I-3-NE-E.tif,0.02622,0.01407,0,623.61,242.32,fora_de_nivel,1
MDT_SG-22-Z-B-I-3-NE-F.tif,0.02662,0.01454,0,337.28,320.22,fora_de_nivel,1
MDT_SG-22-Z-B-I-3-NO-A.tif,0.02386,0.01191,0,830.76,50.87,fora_de_nivel,1
MDT_SG-22-Z-B-I-3-NO-B.tif,0.02479,0.01278,0,844.53,62.18,fora_de_nivel,1
MDT_SG-22-Z-B-I-3-NO-C.tif,0.0238,0.01189,0,839.44,47.89,fora_de_nivel,1
MDT_SG-22-Z-B-I-3-NO-D.tif,0.0247,0.01271,0,855.4,78.75,fora_de_nivel,1
MDT_SG-22-Z-B-I-3-NO-E.tif,0.02388,0.01193,0,876.51,74.02,fora_de_nivel,1
MDT_SG-22-Z-B-I-3-NO-F.tif,0.02494,0.01293,0,859.22,56.93,fora_de_nivel,1
MDT_SG-22-Z-B-I-3-SE-A.tif,0.02623,0.01407,0,586.18,356.55,fora_de_nivel,1
MDT_SG-22-Z-B-I-3-SE-B.tif,0.0267,0.01461,0,204.35,426.23,fora_de_nivel,1
MDT_SG-22-Z-B-I-3-SE-C.tif,0.02598,0.01391,0,413.88,336.69,fora_de_nivel,1
MDT_SG-22-Z-B-I-3-SE-D.tif,0.02671,0.01461,0,133.79,158.75,fora_de_nivel,1
MDT_SG-22-Z-B-I-3-SE-E.tif,0.02598,0.01392,0,365.52,525.97,fora_de_nivel,1
MDT_SG-22-Z-B-I-3-SE-F.tif,0.02679,0.01466,0,167.51,413.12,fora_de_nivel,1
MDT_SG-22-Z-B-I-3-SO-A.tif,0.02376,0.01181,0,916.74,59.15,fora_de_nivel,1
MDT_SG-22-Z-B-I-3-SO-B.tif,0.02502,0.01299,0,824.64,68.07,fora_de_nivel,1
MDT_SG-22-Z-B-I-3-SO-C.tif,0.02409,0.01209,0,921.22,92.36,fora_de_nivel,1
MDT_SG-22-Z-B-I-3-SO-D.tif,0.02501,0.01299,0,775.42,136.77,fora_de_nivel,1
MDT_SG-22-Z-B-I-3-SO-E.tif,0.02403,0.01206,0,845.32,889.09,fora_de_nivel,1
MDT_SG-22-Z-B-I-3-SO-F.tif,0.02507,0.01301,0,756.56,850.44,fora_de_nivel,1
MDT_SG-22-Z-B-IV-1-NE-A.tif,0.02605,0.01398,0,-1.26,454.34,furada,1
MDT_SG-22-Z-B-IV-1-NE-B.tif,0.02679,0.01465,0,107.85,334.07,fora_de_nivel,1
MDT_SG-22-Z-B-IV-1-NE-C.tif,0.02619,0.01407,0,-30.16,209.32,fora_de_nivel,1
MDT_SG-22-Z-B-IV-1-NE-D.tif,0.02692,0.01478,0,126.83,409.82,fora_de_nivel,1
MDT_SG-22-Z-B-IV-1-NE-E.tif,0.02614,0.01402,0,-15.76,221.58,fora_de_nivel,1
MDT_SG-22-Z-B-IV-1-NE-F.tif,0.02716,0.01496,0,43.15,409.2,fora_de_nivel,1
MDT_SG-22-Z-B-IV-1-NO-A.tif,0.02403,0.01206,0,-5.88,138.83,furada,1
MDT_SG-22-Z-B-IV-1-NO-B.tif,0.02532,0.01324,0,2.2,140.23,furada,1
MDT_SG-22-Z-B-IV-1-NO-C.tif,0.02403,0.01206,0,-22.05,172.91,fora_de_nivel,1
MDT_SG-22-Z-B-IV-1-NO-D.tif,0.02519,0.01314,0,19.38,109.25,fora_de_nivel,1
MDT_SG-22-Z-B-IV-1-NO-E.tif,0.024,0.01203,0,33.02,177.36,fora_de_nivel,1
MDT_SG-22-Z-B-IV-1-NO-F.tif,0.02492,0.01294,0,-9.17,168.83,furada,1
MDT_SG-22-Z-B-IV-1-SE-A.tif,0.02614,0.01402,0,-35.19,336.48,fora_de_nivel,1
MDT_SG-22-Z-B-IV-1-SE-B.tif,0.02701,0.01485,0,76.44,337.42,fora_de_nivel,1
MDT_SG-22-Z-B-IV-1-SE-C.tif,0.02606,0.01398,0,94.85,407.96,fora_de_nivel,1
MDT_SG-22-Z-B-IV-1-SE-D.tif,0.02699,0.01486,0,-2.44,295.05,furada,1
MDT_SG-22-Z-B-IV-1-SE-E.tif,0.02606,0.01398,0,38.69,358.75,fora_de_nivel,1
MDT_SG-22-Z-B-IV-1-SE-F.tif,0.02718,0.01501,0,5.02,347.83,furada,1
MDT_SG-22-Z-B-IV-1-SO-A.tif,0.02417,0.01219,0,16.62,154.59,fora_de_nivel,1
MDT_SG-22-Z-B-IV-1-SO-B.tif,0.02494,0.01295,0,16.48,194.51,fora_de_nivel,1
MDT_SG-22-Z-B-IV-1-SO-C.tif,0.02418,0.0122,0,-38.56,333.04,fora_de_nivel,1
MDT_SG-22-Z-B-IV-1-SO-D.tif,0.02503,0.01303,0,-32.02,193.92,fora_de_nivel,1
MDT_SG-22-Z-B-IV-1-SO-E.tif,0.02402,0.01209,0,7.01,213.69,furada,1
MDT_SG-22-Z-B-IV-1-SO-F.tif,0.02533,0.01323,0,-23.68,208.76,fora_de_nivel,1
MDT_SG-22-Z-B-IV-2-NE-A.tif,0.02961,0.01738,0,-63.51,257.05,fora_de_nivel,1
MDT_SG-22-Z-B-IV-2-NE-B.tif,0.03085,0.01853,0,38.9,217.93,fora_de_nivel,1
MDT_SG-22-Z-B-IV-2-NE-C.tif,0.02993,0.01765,0,-35.03,312.64,fora_de_nivel,1
MDT_SG-22-Z-B-IV-2-NE-D.tif,0.03071,0.01843,0,3.56,219.14,furada,1
MDT_SG-22-Z-B-IV-2-NE-E.tif,0.02993,0.01764,0,18.1,331.11,fora_de_nivel,1
MDT_SG-22-Z-B-IV-2-NE-F.tif,0.03113,0.01876,0,-1.09,161.33,furada,1
MDT_SG-22-Z-B-IV-2-NO-A.tif,0.02793,0.01573,0,17.68,279.71,fora_de_nivel,1
MDT_SG-22-Z-B-IV-2-NO-B.tif,0.02929,0.01695,0,3.45,252.3,furada,1
MDT_SG-22-Z-B-IV-2-NO-C.tif,0.02801,0.0158,0,-5.52,256.08,furada,1
MDT_SG-22-Z-B-IV-2-NO-D.tif,0.02891,0.01668,0,-3.14,240.5,furada,1
MDT_SG-22-Z-B-IV-2-NO-E.tif,0.02802,0.0158,0,24.12,409.77,fora_de_nivel,1
MDT_SG-22-Z-B-IV-2-NO-F.tif,0.02906,0.01683,0,-26.48,354.47,fora_de_nivel,1
MDT_SG-22-Z-B-IV-2-SE-A.tif,0.03016,0.01784,0,8.85,206.08,furada,1
MDT_SG-22-Z-B-IV-2-SE-B.tif,0.031,0.01867,0,-14.58,154.82,furada,1
MDT_SG-22-Z-B-IV-2-SE-C.tif,0.03002,0.01773,0,7.94,196.2,furada,1
MDT_SG-22-Z-B-IV-2-SE-D.tif,0.031,0.01867,0,-10.62,149.01,furada,1
MDT_SG-22-Z-B-IV-2-SE-E.tif,0.03002,0.01773,0,2.49,178.07,furada,1
MDT_SG-22-Z-B-IV-2-SE-F.tif,0.03097,0.01865,0,-19.19,167.18,fora_de_nivel,1
MDT_SG-22-Z-B-IV-2-SO-A.tif,0.02808,0.01587,0,-57.55,445.44,fora_de_nivel,1
MDT_SG-22-Z-B-IV-2-SO-B.tif,0.02907,0.01684,0,-11.93,301.17,furada,1
MDT_SG-22-Z-B-IV-2-SO-C.tif,0.02794,0.01577,0,11.27,391.99,furada,1
MDT_SG-22-Z-B-IV-2-SO-D.tif,0.02907,0.01684,0,-19.84,195.65,fora_de_nivel,1
MDT_SG-22-Z-B-IV-2-SO-E.tif,0.02802,0.01584,0,21.8,332.35,fora_de_nivel,1
MDT_SG-22-Z-B-IV-2-SO-F.tif,0.02931,0.01703,0,-51.01,189.68,fora_de_nivel,1
MDT_SG-22-Z-B-IV-3-NE-A.tif,0.02616,0.01409,0,2.33,430.05,furada,1
MDT_SG-22-Z-B-IV-3-NE-B.tif,0.02718,0.01501,0,-1.85,174.7,furada,1
MDT_SG-22-Z-B-IV-3-NE-C.tif,0.02653,0.01447,0,22.59,375.75,fora_de_nivel,1
MDT_SG-22-Z-B-IV-3-NE-D.tif,0.02702,0.0149,0,-3.91,142.14,furada,1
MDT_SG-22-Z-B-IV-3-NE-E.tif,0.02679,0.01468,0,87.51,404.92,fora_de_nivel,1
MDT_SG-22-Z-B-IV-3-NE-F.tif,0.02711,0.01498,0,2.71,310.79,furada,1
MDT_SG-22-Z-B-IV-3-NO-A.tif,0.02402,0.01209,0,38.35,178.69,fora_de_nivel,1
MDT_SG-22-Z-B-IV-3-NO-B.tif,0.02533,0.01323,0,68.16,226.69,fora_de_nivel,1
MDT_SG-22-Z-B-IV-3-NO-C.tif,0.02431,0.01232,0,15.85,243.03,fora_de_nivel,1
MDT_SG-22-Z-B-IV-3-NO-D.tif,0.02525,0.0132,0,68.3,275.42,fora_de_nivel,1
MDT_SG-22-Z-B-IV-3-NO-E.tif,0.02455,0.01246,0,14.39,261.33,furada,1
MDT_SG-22-Z-B-IV-3-NO-F.tif,0.02536,0.01329,0,-8.93,239.32,furada,1
MDT_SG-22-Z-B-IV-3-SE-A.tif,0.02629,0.01418,0,-51.11,341.93,fora_de_nivel,1
MDT_SG-22-Z-B-IV-3-SE-B.tif,0.02732,0.01514,0,11.63,317.48,furada,1
MDT_SG-22-Z-B-IV-3-SE-C.tif,0.02629,0.01418,0,-32.37,242.76,fora_de_nivel,1
MDT_SG-22-Z-B-IV-3-SE-D.tif,0.0274,0.01518,0,-10.21,301.98,furada,1
MDT_SG-22-Z-B-IV-3-SE-E.tif,0.02623,0.01415,0,-8.94,209.25,furada,1
MDT_SG-22-Z-B-IV-3-SE-F.tif,0.02748,0.01524,0,-45.16,177.03,fora_de_nivel,1
MDT_SG-22-Z-B-IV-3-SO-A.tif,0.02441,0.01236,0,-6.48,284.12,furada,1
MDT_SG-22-Z-B-IV-3-SO-B.tif,0.0254,0.01334,0,135.19,328.78,fora_de_nivel,1
MDT_SG-22-Z-B-IV-3-SO-C.tif,0.02444,0.01243,0,65.7,393.27,fora_de_nivel,1
MDT_SG-22-Z-B-IV-3-SO-D.tif,0.02545,0.01337,0,47.36,361.83,fora_de_nivel,1
MDT_SG-22-Z-B-IV-3-SO-E.tif,0.02434,0.01238,0,86.0,442.27,fora_de_nivel,1
MDT_SG-22-Z-B-IV-3-SO-F.tif,0.02548,0.01341,0,9.37,192.12,furada,1
MDT_SG-22-Z-B-IV-4-NE-A.tif,0.03,0.01773,0,-4.37,247.94,furada,1
MDT_SG-22-Z-B-IV-4-NE-B.tif,0.03106,0.01872,0,-28.34,286.15,fora_de_nivel,1
MDT_SG-22-Z-B-IV-4-NE-C.tif,0.03,0.01773,0,-3.78,236.74,furada,1
MDT_SG-22-Z-B-IV-4-NE-D.tif,0.03091,0.01861,0,-43.85,192.29,fora_de_nivel,1
MDT_SG-22-Z-B-IV-4-NE-E.tif,0.03008,0.01779,0,-1.89,81.9,furada,1
MDT_SG-22-Z-B-IV-4-NE-F.tif,0.03098,0.01867,0,-34.46,137.29,fora_de_nivel,1
MDT_SG-22-Z-B-IV-4-NO-A.tif,0.02802,0.01584,0,-42.55,403.36,fora_de_nivel,1
MDT_SG-22-Z-B-IV-4-NO-B.tif,0.02931,0.01702,0,-24.02,268.78,fora_de_nivel,1
MDT_SG-22-Z-B-IV-4-NO-C.tif,0.02823,0.01601,0,-14.34,257.82,furada,1
MDT_SG-22-Z-B-IV-4-NO-D.tif,0.02916,0.01691,0,-3.11,281.67,furada,1
MDT_SG-22-Z-B-IV-4-NO-E.tif,0.02846,0.01616,0,-7.06,156.21,furada,1
MDT_SG-22-Z-B-IV-4-NO-F.tif,0.02916,0.01691,0,5.35,156.51,furada,1
MDT_SG-22-Z-B-IV-4-SE-A.tif,0.03016,0.01786,0,-2.49,97.31,furada,1
MDT_SG-22-Z-B-IV-4-SE-B.tif,0.05884,0.04689,0,-0.32,134.51,furada,1
MDT_SG-22-Z-B-IV-4-SE-C.tif,0.03026,0.01796,0,-1.08,193.5,furada,1
MDT_SG-22-Z-B-IV-4-SE-D.tif,0.03138,0.01903,0,2.91,112.61,furada,1
MDT_SG-22-Z-B-IV-4-SE-E.tif,0.03041,0.01809,0,7.75,198.03,furada,1
MDT_SG-22-Z-B-IV-4-SE-F.tif,0.03142,0.01905,0,-10.04,195.28,furada,1
MDT_SG-22-Z-B-IV-4-SO-A.tif,0.02848,0.0162,0,-5.93,178.32,furada,1
MDT_SG-22-Z-B-IV-4-SO-B.tif,0.02928,0.01702,0,-0.37,159.72,furada,1
MDT_SG-22-Z-B-IV-4-SO-C.tif,0.02829,0.01606,0,-2.71,178.61,furada,1
MDT_SG-22-Z-B-IV-4-SO-D.tif,0.0292,0.01694,0,1.71,224.51,furada,1
MDT_SG-22-Z-B-IV-4-SO-E.tif,0.02824,0.01604,0,-7.57,189.26,furada,1
MDT_SG-22-Z-B-IV-4-SO-F.tif,0.02922,0.01696,0,-13.5,222.79,furada,1
MDT_SG-22-Z-B-V-1-NE-A.tif,0.03355,0.02118,0,0.34,18.32,furada,1
MDT_SG-22-Z-B-V-1-NE-B.tif,0.0349,0.02248,0,0.67,13.16,furada,1
MDT_SG-22-Z-B-V-1-NE-C.tif,0.03378,0.02134,0,0.37,37.33,furada,1
MDT_SG-22-Z-B-V-1-NE-D.tif,0.03488,0.02243,0,0.44,31.4,furada,1
MDT_SG-22-Z-B-V-1-NE-E.tif,0.03367,0.02125,0,0.01,122.08,furada,1
MDT_SG-22-Z-B-V-1-NE-F.tif,0.03491,0.02243,0,-1.39,41.82,furada,1
MDT_SG-22-Z-B-V-1-NO-A.tif,0.03202,0.01965,0,-1.19,99.1,furada,1
MDT_SG-22-Z-B-V-1-NO-B.tif,0.03298,0.02054,0,-0.17,43.7,furada,1
MDT_SG-22-Z-B-V-1-NO-C.tif,0.0321,0.01969,0,1.28,100.29,furada,1
MDT_SG-22-Z-B-V-1-NO-D.tif,0.03268,0.02034,0,0.62,50.52,furada,1
MDT_SG-22-Z-B-V-1-NO-E.tif,0.0321,0.0197,0,-9.56,186.97,furada,1
MDT_SG-22-Z-B-V-1-NO-F.tif,0.0327,0.02034,0,1.31,167.66,furada,1
MDT_SG-22-Z-B-V-1-SE-A.tif,0.03385,0.02141,0,2.33,165.49,furada,1
MDT_SG-22-Z-B-V-1-SE-B.tif,0.03499,0.02253,0,0.29,90.1,furada,1
MDT_SG-22-Z-B-V-1-SE-C.tif,0.03388,0.02147,0,3.01,138.17,furada,1
MDT_SG-22-Z-B-V-1-SE-D.tif,0.03489,0.02246,0,-1.66,67.28,furada,1
MDT_SG-22-Z-B-V-1-SE-E.tif,0.03388,0.02147,0,0.3,131.25,furada,1
MDT_SG-22-Z-B-V-1-SE-F.tif,0.03504,0.02257,0,-4.09,47.83,furada,1
MDT_SG-22-Z-B-V-1-SO-A.tif,0.03207,0.0197,0,-27.95,176.5,fora_de_nivel,1
MDT_SG-22-Z-B-V-1-SO-B.tif,0.03258,0.02024,0,0.99,191.77,furada,1
MDT_SG-22-Z-B-V-1-SO-C.tif,0.03202,0.01966,0,-9.18,144.61,furada,1
MDT_SG-22-Z-B-V-1-SO-D.tif,0.03265,0.02031,0,-9.05,126.93,furada,1
MDT_SG-22-Z-B-V-1-SO-E.tif,0.03201,0.01966,0,2.09,198.25,furada,1
MDT_SG-22-Z-B-V-1-SO-F.tif,0.03294,0.02052,0,-3.72,178.63,furada,1
MDT_SG-22-Z-B-V-2-NO-A.tif,0.03558,0.02314,0,-3.07,10.91,furada,1
MDT_SG-22-Z-B-V-2-NO-B.tif,0.25311,0.24308,0,-9.78,11.94,furada,1
MDT_SG-22-Z-B-V-2-NO-C.tif,0.04399,0.03165,0,-0.35,42.85,furada,1
MDT_SG-22-Z-B-V-2-NO-D.tif,0.55722,0.55156,0,-1.24,13.36,furada,1
MDT_SG-22-Z-B-V-2-NO-E.tif,0.04285,0.03052,0,-0.71,44.65,furada,1
MDT_SG-22-Z-B-V-2-NO-F.tif,0.79196,0.78969,0,-0.54,10.0,furada,1
MDT_SG-22-Z-B-V-2-SE-E.tif,1.0,1.0,2470,nan,nan,vazia,1
MDT_SG-22-Z-B-V-2-SO-A.tif,0.03631,0.02383,0,-1.33,30.81,furada,1
MDT_SG-22-Z-B-V-2-SO-B.tif,0.9276,0.92723,0,2.89,10.4,furada,1
MDT_SG-22-Z-B-V-2-SO-C.tif,0.04591,0.03328,0,-0.93,66.16,furada,1
MDT_SG-22-Z-B-V-2-SO-D.tif,0.94785,0.94757,0,1.0,36.42,furada,1
MDT_SG-22-Z-B-V-2-SO-E.tif,0.0359,0.02349,0,-0.37,27.09,furada,1
MDT_SG-22-Z-B-V-2-SO-F.tif,0.8712,0.87003,0,-0.12,11.33,furada,1
MDT_SG-22-Z-B-V-3-NE-A.tif,0.03386,0.02147,0,2.28,127.73,furada,1
MDT_SG-22-Z-B-V-3-NE-B.tif,0.03504,0.02257,0,0.29,73.47,furada,1
MDT_SG-22-Z-B-V-3-NE-C.tif,0.03386,0.02147,0,0.49,137.22,furada,1
MDT_SG-22-Z-B-V-3-NE-D.tif,0.03519,0.02269,0,1.23,118.93,furada,1
MDT_SG-22-Z-B-V-3-NE-E.tif,0.03436,0.02194,0,1.39,115.83,furada,1
MDT_SG-22-Z-B-V-3-NE-F.tif,0.06754,0.05557,0,1.11,70.61,furada,1
MDT_SG-22-Z-B-V-3-NO-A.tif,0.03202,0.01966,0,-18.57,232.81,fora_de_nivel,1
MDT_SG-22-Z-B-V-3-NO-B.tif,0.03304,0.02062,0,-2.29,164.54,furada,1
MDT_SG-22-Z-B-V-3-NO-C.tif,0.03218,0.01982,0,0.46,189.97,furada,1
MDT_SG-22-Z-B-V-3-NO-D.tif,0.03296,0.02057,0,8.3,187.95,furada,1
MDT_SG-22-Z-B-V-3-NO-E.tif,0.03233,0.0199,0,-3.95,194.46,furada,1
MDT_SG-22-Z-B-V-3-NO-F.tif,0.03287,0.02051,0,3.0,150.74,furada,1
MDT_SG-22-Z-B-V-3-SE-A.tif,0.06601,0.05405,0,0.27,38.67,furada,1
MDT_SG-22-Z-B-V-3-SE-B.tif,0.0797,0.06791,0,0.53,83.14,furada,1
MDT_SG-22-Z-B-V-3-SE-C.tif,0.03424,0.02178,0,-4.28,106.76,furada,1
MDT_SG-22-Z-B-V-3-SE-D.tif,0.03647,0.02404,0,0.32,103.4,furada,1
MDT_SG-22-Z-B-V-3-SE-E.tif,0.03416,0.02172,0,0.92,47.74,furada,1
MDT_SG-22-Z-B-V-3-SE-F.tif,0.03517,0.02272,0,-1.16,54.63,furada,1
MDT_SG-22-Z-B-V-3-SO-A.tif,0.05708,0.04504,0,-2.53,125.43,furada,1
MDT_SG-22-Z-B-V-3-SO-B.tif,0.03355,0.02116,0,0.32,125.09,furada,1
MDT_SG-22-Z-B-V-3-SO-C.tif,0.04821,0.03612,0,0.04,65.44,furada,1
MDT_SG-22-Z-B-V-3-SO-D.tif,0.03335,0.02096,0,-0.35,103.48,furada,1
MDT_SG-22-Z-B-V-3-SO-E.tif,0.03201,0.01968,0,2.79,169.31,furada,1
MDT_SG-22-Z-B-V-3-SO-F.tif,0.03311,0.0207,0,-1.48,97.99,furada,1
MDT_SG-22-Z-B-V-4-NE-A.tif,0.9077,0.90669,0,-3.73,16.34,furada,1
MDT_SG-22-Z-B-V-4-NE-C.tif,0.62675,0.62189,0,-2.21,27.3,furada,1
MDT_SG-22-Z-B-V-4-NO-A.tif,0.03582,0.02337,0,-2.44,45.02,furada,1
MDT_SG-22-Z-B-V-4-NO-B.tif,0.4314,0.42425,0,-0.51,20.94,furada,1
MDT_SG-22-Z-B-V-4-NO-C.tif,0.03592,0.02346,0,0.69,31.88,furada,1
MDT_SG-22-Z-B-V-4-NO-D.tif,0.04145,0.02882,0,-0.72,65.62,furada,1
MDT_SG-22-Z-B-V-4-NO-E.tif,0.12277,0.11148,0,0.9,48.89,furada,1
MDT_SG-22-Z-B-V-4-NO-F.tif,0.18693,0.17569,0,-0.96,57.12,furada,1
MDT_SG-22-Z-B-V-4-SE-C.tif,0.99632,0.99642,60,8.4,36.63,vazia,1
MDT_SG-22-Z-B-V-4-SE-E.tif,0.95095,0.95051,0,-1.89,33.31,furada,1
MDT_SG-22-Z-B-V-4-SO-A.tif,0.06181,0.0497,0,-0.66,54.34,furada,1
MDT_SG-22-Z-B-V-4-SO-B.tif,0.39093,0.38286,0,-1.63,4.13,furada,1
MDT_SG-22-Z-B-V-4-SO-C.tif,0.04224,0.02982,0,-0.31,35.21,furada,1
MDT_SG-22-Z-B-V-4-SO-D.tif,0.14547,0.13396,0,-1.21,74.76,furada,1
MDT_SG-22-Z-B-V-4-SO-E.tif,0.03587,0.02341,0,-0.26,91.37,furada,1
MDT_SG-22-Z-B-V-4-SO-F.tif,0.12028,0.10862,0,-1.75,65.92,furada,1
MDT_SG-22-Z-C-II-1-NE-A.tif,0.01066,0.00114,0,1027.73,1052.44,fora_de_nivel,1
MDT_SG-22-Z-C-II-1-NE-B.tif,0.0113,0.00157,0,129.85,311.27,fora_de_nivel,1
MDT_SG-22-Z-C-II-1-NE-C.tif,0.01042,0.00107,0,1007.56,921.04,fora_de_nivel,1
MDT_SG-22-Z-C-II-1-NE-D.tif,0.0113,0.00156,0,49.43,297.6,fora_de_nivel,1
MDT_SG-22-Z-C-II-1-NE-E.tif,0.01052,0.00112,0,983.55,965.39,fora_de_nivel,1
MDT_SG-22-Z-C-II-1-NE-F.tif,0.01135,0.00165,0,-14.88,238.55,furada,1
MDT_SG-22-Z-C-II-1-NO-A.tif,0.00836,0.00022,0,1080.45,68.91,fora_de_nivel,1
MDT_SG-22-Z-C-II-1-NO-B.tif,0.00952,0.00068,0,1110.0,80.73,fora_de_nivel,1
MDT_SG-22-Z-C-II-1-NO-C.tif,0.00851,0.00031,0,1030.77,57.9,fora_de_nivel,1
MDT_SG-22-Z-C-II-1-NO-D.tif,0.00961,0.00068,0,1053.72,71.23,fora_de_nivel,1
MDT_SG-22-Z-C-II-1-NO-E.tif,0.00851,0.0003,0,997.89,61.89,fora_de_nivel,1
MDT_SG-22-Z-C-II-1-NO-F.tif,0.00982,0.00071,0,996.45,62.23,fora_de_nivel,1
MDT_SG-22-Z-C-II-1-SE-A.tif,0.01073,0.00119,0,1031.84,983.69,fora_de_nivel,1
MDT_SG-22-Z-C-II-1-SE-B.tif,0.01141,0.00167,0,70.82,318.77,fora_de_nivel,1
MDT_SG-22-Z-C-II-1-SE-C.tif,0.01042,0.00106,0,1041.75,1128.45,fora_de_nivel,1
MDT_SG-22-Z-C-II-1-SE-D.tif,0.01152,0.0017,0,216.67,260.15,fora_de_nivel,1
MDT_SG-22-Z-C-II-1-SE-E.tif,0.01134,0.00149,0,986.82,1067.11,fora_de_nivel,1
MDT_SG-22-Z-C-II-1-SE-F.tif,0.01249,0.00218,0,92.4,357.22,fora_de_nivel,1
MDT_SG-22-Z-C-II-1-SO-A.tif,0.00852,0.0003,0,981.29,47.11,fora_de_nivel,1
MDT_SG-22-Z-C-II-1-SO-B.tif,0.00957,0.00068,0,1041.52,52.43,fora_de_nivel,1
MDT_SG-22-Z-C-II-1-SO-C.tif,0.00858,0.00029,0,1009.05,65.95,fora_de_nivel,1
MDT_SG-22-Z-C-II-1-SO-D.tif,0.00954,0.00068,0,1053.57,64.4,fora_de_nivel,1
MDT_SG-22-Z-C-II-1-SO-E.tif,0.0094,0.00054,0,951.34,75.23,fora_de_nivel,1
MDT_SG-22-Z-C-II-1-SO-F.tif,0.0103,0.00091,0,994.77,83.52,fora_de_nivel,1
MDT_SG-22-Z-C-II-2-NE-A.tif,0.01445,0.00376,0,59.48,345.34,fora_de_nivel,1
MDT_SG-22-Z-C-II-2-NE-B.tif,0.01557,0.00463,0,-37.06,387.12,fora_de_nivel,1
MDT_SG-22-Z-C-II-2-NE-C.tif,0.01445,0.00376,0,-33.47,365.07,fora_de_nivel,1
MDT_SG-22-Z-C-II-2-NE-D.tif,0.0154,0.00455,0,-32.0,267.19,fora_de_nivel,1
MDT_SG-22-Z-C-II-2-NE-E.tif,0.01468,0.00388,0,70.62,258.37,fora_de_nivel,1
MDT_SG-22-Z-C-II-2-NE-F.tif,0.0154,0.00455,0,-1.81,269.46,furada,1
MDT_SG-22-Z-C-II-2-NO-A.tif,0.01253,0.00242,0,93.73,201.06,fora_de_nivel,1
MDT_SG-22-Z-C-II-2-NO-B.tif,0.01413,0.00337,0,-103.11,367.5,fora_de_nivel,1
MDT_SG-22-Z-C-II-2-NO-C.tif,0.01248,0.00241,0,2.6,132.13,furada,1
MDT_SG-22-Z-C-II-2-NO-D.tif,0.01461,0.00361,0,122.09,220.37,fora_de_nivel,1
MDT_SG-22-Z-C-II-2-NO-E.tif,0.01263,0.00246,0,47.09,116.37,fora_de_nivel,1
MDT_SG-22-Z-C-II-2-NO-F.tif,0.0145,0.00355,0,47.67,169.03,fora_de_nivel,1
MDT_SG-22-Z-C-II-2-SE-A.tif,0.01474,0.00392,0,72.13,242.02,fora_de_nivel,1
MDT_SG-22-Z-C-II-2-SE-B.tif,0.01549,0.00462,0,-12.09,323.59,furada,1
MDT_SG-22-Z-C-II-2-SE-C.tif,0.01441,0.00376,0,115.99,210.16,fora_de_nivel,1
MDT_SG-22-Z-C-II-2-SE-D.tif,0.01573,0.00472,0,-92.81,288.45,fora_de_nivel,1
MDT_SG-22-Z-C-II-2-SE-E.tif,0.01441,0.00376,0,68.14,230.59,fora_de_nivel,1
MDT_SG-22-Z-C-II-2-SE-F.tif,0.01541,0.00455,0,3.96,268.55,furada,1
MDT_SG-22-Z-C-II-2-SO-A.tif,0.01259,0.00246,0,22.64,182.49,fora_de_nivel,1
MDT_SG-22-Z-C-II-2-SO-B.tif,0.01454,0.00357,0,-3.92,152.02,furada,1
MDT_SG-22-Z-C-II-2-SO-C.tif,0.01269,0.00251,0,33.7,152.91,fora_de_nivel,1
MDT_SG-22-Z-C-II-2-SO-D.tif,0.01461,0.00361,0,-2.02,163.09,furada,1
MDT_SG-22-Z-C-II-2-SO-E.tif,0.01357,0.00294,0,84.56,389.52,fora_de_nivel,1
MDT_SG-22-Z-C-II-2-SO-F.tif,0.01555,0.00419,0,69.75,246.07,fora_de_nivel,1
MDT_SG-22-Z-C-II-4-NE-A.tif,0.01459,0.00384,0,151.38,186.74,fora_de_nivel,1
MDT_SG-22-Z-C-II-4-NE-B.tif,0.0155,0.00462,0,18.93,208.12,fora_de_nivel,1
MDT_SG-22-Z-C-II-4-NE-C.tif,0.03588,0.02442,0,27.87,195.53,fora_de_nivel,1
MDT_SG-22-Z-C-II-4-NE-D.tif,0.01549,0.00461,0,86.58,237.13,fora_de_nivel,1
MDT_SG-22-Z-C-II-4-NE-E.tif,0.0143,0.00366,0,-14.41,163.14,furada,1
MDT_SG-22-Z-C-II-4-NE-F.tif,0.01578,0.00476,0,157.16,197.67,fora_de_nivel,1
MDT_SG-22-Z-C-II-4-NO-A.tif,0.01289,0.00261,0,81.45,347.33,fora_de_nivel,1
MDT_SG-22-Z-C-II-4-NO-B.tif,0.01385,0.00328,0,82.84,292.31,fora_de_nivel,1
MDT_SG-22-Z-C-II-4-NO-C.tif,0.01284,0.00256,0,19.54,331.56,fora_de_nivel,1
MDT_SG-22-Z-C-II-4-NO-D.tif,0.01368,0.00321,0,15.05,218.43,fora_de_nivel,1
MDT_SG-22-Z-C-II-4-NO-E.tif,0.01269,0.00251,0,116.22,243.37,fora_de_nivel,1
MDT_SG-22-Z-C-II-4-NO-F.tif,0.01376,0.00322,0,-6.8,46.85,furada,1
