x,y,altura_m,area_m2,classe,nome
718741.2,7026092.1,2.27,384,?,
729909.2,7019876.1,2.27,1216,?,
583605.2,7011428.1,2.27,320,?,
586429.2,7009156.1,2.27,576,represa,PCH Passo Manso - Passo Manso
640197.2,6960196.1,2.27,320,?,
650173.2,6949436.1,2.27,704,?,
689861.2,7026044.1,2.26,2048,?,
660885.2,7012804.1,2.26,320,?,
684909.2,6990420.1,2.26,320,ponte,
637645.2,6965444.1,2.26,576,?,
645685.2,6997604.1,2.25,5440,?,
643565.2,6955916.1,2.25,256,?,
729773.2,7023172.1,2.24,960,?,
661005.2,7012524.1,2.24,1472,?,
643637.2,7010260.1,2.23,832,?,
726389.2,7025220.1,2.22,18880,?,
682749.2,6989404.1,2.22,512,?,
647925.2,6953956.1,2.22,1664,?,
659141.2,7007580.1,2.21,4992,?,
728677.2,7019020.1,2.2,1408,?,
644189.2,7008020.1,2.2,256,?,
607421.2,6997092.1,2.2,23872,?,
725693.2,7026324.1,2.19,832,?,
674701.2,7023884.1,2.19,4544,?,
729237.2,7018988.1,2.19,960,?,
608725.2,6997172.1,2.19,5376,?,
608749.2,6996524.1,2.19,3520,?,
622621.2,6981668.1,2.18,1152,?,
730149.2,7022852.1,2.17,320,?,
709893.2,7005324.1,2.17,320,?,
594709.2,7002724.1,2.17,256,?,
650021.2,6949172.1,2.17,256,?,
672173.2,7021980.1,2.16,640,?,
729293.2,7019292.1,2.16,704,?,
631205.2,7024772.1,2.15,3136,?,
730461.2,7024572.1,2.15,3776,?,
663421.2,7017236.1,2.15,4992,?,
641141.2,7009308.1,2.15,256,?,
617253.2,6973972.1,2.15,256,?,
734677.2,7025844.1,2.14,256,?,
641501.2,7009116.1,2.14,7488,?,
648629.2,7005076.1,2.14,6720,?,
624229.2,6989764.1,2.14,1472,?,
619277.2,6979156.1,2.14,768,?,
652597.2,6949044.1,2.14,640,?,
734949.2,7027204.1,2.13,512,?,
690133.2,7024668.1,2.13,512,?,
714069.2,7009764.1,2.13,576,?,
644821.2,7006916.1,2.13,1344,?,
645765.2,6997740.1,2.13,1984,?,
734877.2,7020820.1,2.12,2240,?,
720213.2,7016740.1,2.12,256,?,
586101.2,7009532.1,2.12,2048,?,
654085.2,7004676.1,2.12,3648,?,
704557.2,6999164.1,2.12,640,?,
608717.2,6996708.1,2.12,3136,?,
617901.2,6991012.1,2.12,256,?,
622357.2,6981372.1,2.12,320,?,
707429.2,7021900.1,2.11,384,?,
721069.2,7016924.1,2.11,448,?,
606037.2,6998012.1,2.11,3200,?,
734973.2,7027300.1,2.1,512,?,
673741.2,7026420.1,2.1,256,?,
722157.2,7025172.1,2.1,768,?,
636365.2,6976404.1,2.1,256,?,
652541.2,6947076.1,2.1,256,ponte,
649173.2,7003972.1,2.09,14592,?,
646901.2,6999804.1,2.09,4992,?,
617165.2,6990436.1,2.09,832,?,
710893.2,7021212.1,2.08,23808,?,
594733.2,7002756.1,2.08,256,?,
643941.2,6993180.1,2.08,21504,?,
712701.2,7008372.1,2.07,2496,?,
635517.2,7006564.1,2.07,256,?,
606317.2,6996604.1,2.07,8256,?,
645429.2,6955172.1,2.07,2304,?,
729605.2,7019828.1,2.05,448,?,
643645.2,7010380.1,2.05,448,?,
646941.2,7000252.1,2.05,3392,?,
617045.2,6992516.1,2.05,576,?,
688125.2,6990852.1,2.05,384,?,
679557.2,6990100.1,2.05,384,?,
660325.2,7013308.1,2.04,1728,?,
699365.2,6995964.1,2.04,448,?,
637749.2,6967036.1,2.03,256,?,
727621.2,7025892.1,2.02,320,?,
729501.2,7019572.1,2.02,704,?,
624725.2,6988652.1,2.02,10496,?,
622613.2,6981532.1,2.02,1536,?,
644941.2,6955420.1,2.02,256,?,
671805.2,7028980.1,2.01,256,?,
671973.2,7028940.1,2.01,448,?,
638669.2,7008588.1,2.01,256,?,
654157.2,7004148.1,2.01,256,?,
646069.2,6954836.1,2.01,768,?,
651141.2,6950892.1,2.01,320,?,
722173.2,7024900.1,2.0,384,?,
711269.2,7021236.1,1.99,17856,?,
584581.2,7010564.1,1.98,2752,?,
659485.2,7008828.1,1.98,5504,?,
659373.2,7006004.1,1.98,10176,?,
646989.2,6997764.1,1.98,2176,?,
615109.2,6995108.1,1.98,1664,?,
652853.2,6948180.1,1.98,576,?,
729365.2,7019556.1,1.97,640,?,
645669.2,6955212.1,1.97,1728,?,
658197.2,6938708.1,1.97,1152,?,
635237.2,7010284.1,1.96,448,?,
622029.2,6990668.1,1.96,5440,?,
651005.2,6949900.1,1.96,320,?,
652965.2,6943804.1,1.96,512,?,
637581.2,7014484.1,1.95,4672,?,
660285.2,7009788.1,1.95,9280,?,
642877.2,7008884.1,1.95,448,?,
606677.2,6997772.1,1.95,3904,?,
687437.2,6991316.1,1.95,320,ponte,
638133.2,6966300.1,1.95,1280,?,
691941.2,7021588.1,1.94,256,?,
661037.2,7012452.1,1.94,640,?,
646877.2,6998404.1,1.94,10304,?,
685069.2,6990964.1,1.94,576,?,
633165.2,6982892.1,1.94,960,ponte,
582597.2,7011844.1,1.93,512,?,
734885.2,7026908.1,1.92,576,?,
732765.2,7022500.1,1.92,256,?,
702893.2,6996796.1,1.92,320,?,
660661.2,6936956.1,1.92,640,?,
671853.2,7030028.1,1.91,512,?,
734869.2,7026820.1,1.91,256,?,
734381.2,7021020.1,1.91,5184,?,
646181.2,6997956.1,1.91,2816,?,
685365.2,6991516.1,1.91,3008,?,
690229.2,6990452.1,1.91,384,ponte,
676989.2,6987364.1,1.91,448,?,
642493.2,6956892.1,1.91,3392,?,
646837.2,6954708.1,1.91,256,?,
631029.2,7024700.1,1.9,384,?,
710301.2,7020988.1,1.9,256,?,
687877.2,6991060.1,1.9,1152,?,
653005.2,6943892.1,1.9,384,?,
649877.2,7003860.1,1.89,512,?,
652893.2,7003260.1,1.89,256,?,
581885.2,7018028.1,1.88,384,?,
659101.2,7008492.1,1.88,4928,?,
587677.2,7008020.1,1.88,960,?,
655797.2,7004316.1,1.88,1792,?,
619469.2,6979540.1,1.88,256,ponte,
691797.2,7022276.1,1.87,384,?,
734253.2,7021172.1,1.87,6016,?,
729245.2,7019996.1,1.87,384,?,
702173.2,6997676.1,1.87,576,?,
607941.2,6996940.1,1.87,448,?,
685501.2,6991180.1,1.87,576,?,
617661.2,6990988.1,1.87,640,?,
676989.2,7025876.1,1.86,384,?,
677373.2,7025828.1,1.86,512,?,
685461.2,7024332.1,1.86,12736,?,
670725.2,7020924.1,1.86,256,?,
663357.2,7017388.1,1.86,2688,?,
642885.2,7009140.1,1.86,384,?,
647277.2,7000580.1,1.86,2112,?,
608749.2,6997844.1,1.86,3008,?,
684757.2,6990148.1,1.86,2752,?,
646413.2,6954532.1,1.86,1152,ponte,
731989.2,7022828.1,1.85,256,?,
711533.2,7021612.1,1.85,256,?,
685053.2,6990780.1,1.85,704,?,
616693.2,6990612.1,1.85,2816,?,
684069.2,6990180.1,1.85,256,?,
672701.2,7028212.1,1.84,256,?,
640381.2,7008876.1,1.84,512,?,
690365.2,7024452.1,1.83,256,?,
645389.2,7006156.1,1.83,6976,?,
636245.2,6989916.1,1.83,35136,?,
651661.2,6949588.1,1.83,2688,?,
684181.2,7023740.1,1.82,256,?,
640461.2,6991916.1,1.82,1792,ponte,
636349.2,6989996.1,1.82,2048,?,
684709.2,7024844.1,1.81,320,ponte,
670733.2,7020988.1,1.81,256,?,
728797.2,7018716.1,1.81,320,ponte,
654677.2,7004596.1,1.81,384,?,
648749.2,7003540.1,1.81,2688,?,
729277.2,7019852.1,1.8,704,?,
593013.2,7001908.1,1.8,384,?,
615717.2,6988716.1,1.8,2816,?,
628381.2,6984772.1,1.8,320,?,
627861.2,6984436.1,1.8,1216,?,
618709.2,6975868.1,1.8,960,?,
725765.2,7026572.1,1.79,384,?,
661213.2,7011044.1,1.79,4672,?,
606453.2,6996460.1,1.79,3904,ponte,
734877.2,7026860.1,1.78,320,?,
682509.2,6989492.1,1.78,1088,?,
729669.2,7020276.1,1.77,384,?,
719677.2,7016596.1,1.77,256,?,
660429.2,7013252.1,1.77,384,?,
663653.2,7006244.1,1.77,256,?,
674893.2,6986436.1,1.77,256,?,
722429.2,7026468.1,1.76,256,?,
684565.2,7023748.1,1.76,3776,?,
733629.2,7021652.1,1.76,256,?,
729365.2,7019764.1,1.76,576,?,
617557.2,6991252.1,1.76,3200,?,
634133.2,6979676.1,1.76,4480,?,
637589.2,6967404.1,1.76,384,ponte,
722165.2,7025020.1,1.75,576,?,
684589.2,7023532.1,1.75,640,?,
644493.2,7009596.1,1.75,4288,?,
645077.2,7006852.1,1.75,960,?,
652853.2,6943252.1,1.75,320,?,
620333.2,6991340.1,1.74,256,?,
652789.2,6948668.1,1.74,1408,?,
729229.2,7019956.1,1.73,512,?,
617365.2,6991036.1,1.73,832,?,
684997.2,6990892.1,1.73,384,?,
644997.2,6955108.1,1.73,512,?,
673373.2,7023388.1,1.72,256,?,
729325.2,7019148.1,1.72,896,?,
583381.2,7011532.1,1.72,576,represa,
687653.2,6991196.1,1.72,256,?,
637037.2,6972460.1,1.72,256,?,
631173.2,7024844.1,1.71,1024,?,
699261.2,7023916.1,1.71,256,?,
643629.2,7010292.1,1.71,320,?,
712869.2,7008580.1,1.71,2816,?,
658821.2,6938108.1,1.71,256,?,
671525.2,7029092.1,1.7,256,?,
707621.2,7003004.1,1.7,320,?,
617693.2,6991068.1,1.7,3328,?,
733981.2,7021292.1,1.69,2688,?,
678429.2,6989340.1,1.69,256,?,
631941.2,7024676.1,1.68,2368,?,
711317.2,7021428.1,1.68,256,?,
729957.2,7019956.1,1.68,256,?,
728701.2,7018964.1,1.68,832,?,
641925.2,7008876.1,1.68,768,?,
644085.2,7008860.1,1.68,4416,?,
646589.2,7006236.1,1.68,2624,?,
690301.2,6990492.1,1.68,512,?,
633829.2,6989068.1,1.68,512,?,
633773.2,6981460.1,1.68,896,?,
678885.2,7024660.1,1.67,448,?,
584277.2,7011052.1,1.67,704,?,
590869.2,7004684.1,1.67,384,?,
608949.2,6997860.1,1.67,1280,?,
691997.2,6990852.1,1.67,512,?,
704637.2,7021804.1,1.66,4416,?,
692989.2,7021788.1,1.66,1280,?,
668517.2,7031588.1,1.65,256,?,
687517.2,7025324.1,1.65,1536,?,
690125.2,7024684.1,1.65,576,?,
646933.2,6998516.1,1.65,19904,?,
633157.2,6983300.1,1.65,8256,?,
625085.2,6982516.1,1.65,832,?,
727725.2,7026092.1,1.64,256,?,
692997.2,7021852.1,1.64,1024,?,
655765.2,7004508.1,1.64,256,?,
633773.2,6980012.1,1.64,2304,?,
734053.2,7022292.1,1.63,256,ponte,
729797.2,7020148.1,1.63,512,?,
675797.2,6986660.1,1.63,256,?,
640933.2,6957444.1,1.63,960,?,
711357.2,7007540.1,1.62,384,?,
652861.2,7003100.1,1.62,2432,?,
652917.2,7001516.1,1.62,6080,?,
658701.2,7008260.1,1.61,4224,?,
711333.2,7007500.1,1.61,576,?,
652533.2,7001540.1,1.61,3008,?,
608741.2,6997548.1,1.61,5824,?,
677269.2,7025836.1,1.6,256,?,
729493.2,7024652.1,1.6,640,?,
660629.2,7013004.1,1.6,7936,?,
584853.2,7010292.1,1.6,320,?,
729565.2,7020068.1,1.59,320,?,
642861.2,7008916.1,1.59,832,?,
640421.2,6962012.1,1.59,256,?,
660061.2,6937532.1,1.59,384,?,
672125.2,7028916.1,1.58,512,?,
729341.2,7019468.1,1.58,320,?,
721365.2,7017100.1,1.58,320,?,
644165.2,7009076.1,1.58,3968,?,
693589.2,6990228.1,1.58,256,?,
637773.2,7014596.1,1.57,3904,?,
612893.2,6994900.1,1.57,6272,?,
646653.2,6954636.1,1.57,2432,?,
649413.2,6951652.1,1.57,576,?,
683061.2,7024516.1,1.56,23232,?,
713453.2,7009780.1,1.56,640,?,
622973.2,6981916.1,1.56,576,?,
674445.2,7025924.1,1.55,256,?,
677069.2,7025900.1,1.55,384,?,
663077.2,7017580.1,1.55,63616,?,
607829.2,6996660.1,1.55,2176,?,
606565.2,6996380.1,1.55,1856,?,
672733.2,7028292.1,1.54,640,?,
676973.2,7026084.1,1.54,256,?,
733485.2,7020364.1,1.54,832,?,
721277.2,7017100.1,1.54,256,?,
712021.2,7008084.1,1.54,320,?,
659421.2,7006084.1,1.54,320,?,
647813.2,7006292.1,1.53,4160,?,
622941.2,6981868.1,1.53,256,?,
638077.2,6969388.1,1.53,448,?,
688917.2,7025700.1,1.52,448,?,
684789.2,7024028.1,1.52,320,?,
734141.2,7022852.1,1.52,256,ponte,
731829.2,7022444.1,1.52,448,?,
670357.2,7019668.1,1.52,320,?,
721029.2,7016876.1,1.52,256,?,
633837.2,6988844.1,1.52,1792,?,
636501.2,6975636.1,1.52,320,?,
647277.2,6954428.1,1.52,448,?,
652813.2,6948868.1,1.52,256,?,
687557.2,7025636.1,1.51,2688,?,
729381.2,7019684.1,1.51,576,?,
663765.2,7004940.1,1.51,640,?,
607709.2,6996780.1,1.51,5056,?,
635029.2,6989884.1,1.51,3840,?,
582597.2,7015556.1,1.5,512,?,
647301.2,7003484.1,1.5,1152,?,
646061.2,6997836.1,1.5,256,?,
593653.2,6993348.1,1.5,384,?,
663293.2,7017364.1,1.49,896,?,
587757.2,7007684.1,1.49,384,?,
687621.2,6991484.1,1.49,320,?,
617829.2,6975028.1,1.49,320,ponte,
672101.2,7028868.1,1.48,512,?,
724901.2,7028820.1,1.48,320,?,
683725.2,7023596.1,1.48,2112,?,
670749.2,7021172.1,1.48,1408,?,
646293.2,6997924.1,1.48,3584,?,
621829.2,6980964.1,1.48,320,?,
637213.2,6965340.1,1.48,256,?,
672677.2,7028164.1,1.47,448,?,
663309.2,7017468.1,1.47,1152,?,
587829.2,7007548.1,1.47,256,?,
587981.2,7007540.1,1.47,384,ponte,
645901.2,6997828.1,1.47,640,?,
605989.2,6997180.1,1.47,2432,?,
617413.2,6991124.1,1.47,512,?,
635637.2,6989868.1,1.47,2624,?,
647197.2,6954436.1,1.47,448,?,
734845.2,7026652.1,1.46,832,?,
690397.2,7024244.1,1.46,896,?,
734109.2,7022644.1,1.46,256,?,
733549.2,7020452.1,1.46,320,?,
622957.2,6981908.1,1.46,320,?,
672037.2,7028884.1,1.45,448,?,
728485.2,7026732.1,1.45,256,?,
691253.2,7023308.1,1.45,256,?,
670413.2,7019868.1,1.45,256,?,
660045.2,7009556.1,1.45,2240,?,
614829.2,6994612.1,1.45,1344,?,
639333.2,6992556.1,1.45,320,?,
688485.2,6991732.1,1.45,448,?,
634181.2,6979684.1,1.45,320,?,
663165.2,7017524.1,1.44,2048,?,
648453.2,7000548.1,1.44,960,?,
681613.2,6989428.1,1.44,256,?,
615949.2,6988788.1,1.44,640,?,
623141.2,6981796.1,1.44,256,?,
677045.2,7025772.1,1.43,384,?,
684309.2,7025220.1,1.43,256,?,
673565.2,7023260.1,1.43,2432,?,
646885.2,7000148.1,1.43,2112,?,
696157.2,6994164.1,1.43,256,?,
617877.2,6991036.1,1.43,1728,?,
623461.2,6982092.1,1.43,1728,?,
631085.2,7024724.1,1.42,1344,?,
729381.2,7019108.1,1.42,256,?,
655021.2,7004236.1,1.42,2304,?,
616773.2,6993588.1,1.42,2112,?,
635869.2,6989860.1,1.42,832,?,
622997.2,6981988.1,1.42,1472,?,
635021.2,6978804.1,1.42,1088,?,
717965.2,7027260.1,1.41,256,?,
729405.2,7020204.1,1.4,640,?,
729229.2,7018924.1,1.4,256,?,
661021.2,7011308.1,1.4,256,?,
652925.2,7001676.1,1.4,256,?,
633117.2,6982580.1,1.4,5184,?,
646845.2,7003724.1,1.39,576,?,
608149.2,6996564.1,1.39,1280,?,
652789.2,6948812.1,1.39,1216,?,
671525.2,7031756.1,1.38,576,ponte,
643101.2,7010284.1,1.38,1344,?,
652629.2,7001476.1,1.38,4544,?,
617781.2,6991164.1,1.38,512,?,
672821.2,7028300.1,1.37,640,?,
680965.2,6989588.1,1.37,320,?,
681669.2,6989412.1,1.37,256,?,
734101.2,7021228.1,1.36,3136,?,
582173.2,7014004.1,1.36,512,?,
664845.2,7004756.1,1.36,256,?,
605973.2,6997076.1,1.36,1024,?,
633749.2,6988588.1,1.36,448,ponte,
622349.2,6981348.1,1.36,320,?,
654157.2,6941348.1,1.36,640,?,
633317.2,6984612.1,1.35,1280,?,
633109.2,6982676.1,1.35,1024,?,
638173.2,6966228.1,1.35,320,?,
652789.2,6948916.1,1.35,704,?,
734685.2,7025876.1,1.34,256,?,
641733.2,7008948.1,1.34,2112,?,
659557.2,7006660.1,1.34,3008,?,
646997.2,7000020.1,1.34,512,?,
633765.2,6981524.1,1.34,384,?,
635133.2,7019148.1,1.33,320,?,
646677.2,6997668.1,1.33,1856,?,
607989.2,6996780.1,1.33,5440,?,
691981.2,6990732.1,1.33,320,?,
624989.2,6982428.1,1.33,1216,?,
647325.2,6954444.1,1.33,448,?,
671533.2,7029148.1,1.32,320,?,
690213.2,7024492.1,1.32,384,?,
711413.2,7021444.1,1.32,2176,?,
648925.2,7003732.1,1.32,2368,?,
675365.2,7024324.1,1.31,256,?,
674437.2,7023524.1,1.31,3200,?,
616693.2,6993956.1,1.31,1280,?,
633717.2,6980108.1,1.31,576,?,
661181.2,6936860.1,1.31,448,?,
648805.2,7004460.1,1.3,2880,?,
593637.2,6993364.1,1.3,640,?,
687605.2,6991108.1,1.3,256,?,
683245.2,6989804.1,1.3,512,?,
633173.2,6984452.1,1.3,256,?,
671589.2,7029492.1,1.29,256,?,
684565.2,7024212.1,1.29,448,?,
634093.2,6989492.1,1.29,2304,ponte,
633213.2,6984460.1,1.29,1088,?,
647781.2,6954260.1,1.29,1408,?,
633205.2,6983924.1,1.28,384,?,
633565.2,6980972.1,1.28,576,?,
722157.2,7025556.1,1.27,256,?,
635205.2,7010300.1,1.27,256,?,
659429.2,7006276.1,1.27,1664,?,
647149.2,7003788.1,1.27,448,?,
696589.2,6995060.1,1.27,384,?,
640293.2,6992340.1,1.27,832,?,
616397.2,6989772.1,1.27,1728,?,
653029.2,6946244.1,1.27,1792,?,
658605.2,6938244.1,1.27,256,?,
685037.2,7024292.1,1.26,10624,?,
673821.2,7023236.1,1.26,256,?,
733893.2,7021204.1,1.26,704,?,
660485.2,7009948.1,1.26,1792,?,
609021.2,6997756.1,1.26,960,?,
616997.2,6992508.1,1.26,448,?,
636285.2,6990588.1,1.26,320,?,
633013.2,6983508.1,1.26,1536,?,
637045.2,6972300.1,1.26,448,ponte,
733773.2,7021316.1,1.25,576,?,
646981.2,6999852.1,1.25,448,?,
646733.2,6998476.1,1.25,256,?,
636341.2,6990596.1,1.25,448,?,
622421.2,6981292.1,1.25,256,?,
633541.2,6980844.1,1.25,960,ponte,
636573.2,6975956.1,1.25,448,?,
670749.2,7021260.1,1.24,320,?,
585029.2,7010180.1,1.24,256,?,
660581.2,7010012.1,1.24,1472,?,
607941.2,6996452.1,1.24,1088,?,
633205.2,6982404.1,1.24,704,?,
646973.2,6954724.1,1.24,256,?,
652845.2,6948020.1,1.24,512,?,
635109.2,7019124.1,1.23,576,?,
659437.2,7006364.1,1.23,2304,?,
685469.2,6991180.1,1.23,256,?,
616061.2,6990316.1,1.23,320,?,
633053.2,6983476.1,1.23,1024,?,
686957.2,7025060.1,1.22,256,?,
676301.2,7024660.1,1.22,704,?,
734037.2,7022188.1,1.22,256,?,
635069.2,7019188.1,1.22,256,?,
645749.2,6997492.1,1.22,512,?,
646061.2,6954916.1,1.22,576,?,
658341.2,6938516.1,1.22,704,?,
687445.2,7025284.1,1.21,704,represa,
660989.2,7010020.1,1.21,1408,?,
622477.2,6981188.1,1.21,512,?,
671941.2,7028908.1,1.2,384,?,
687029.2,7024764.1,1.2,256,?,
734125.2,7022732.1,1.2,256,?,
591381.2,7004652.1,1.2,512,?,
653997.2,7004556.1,1.2,1152,?,
583165.2,7011524.1,1.19,448,represa,
616621.2,6993724.1,1.19,384,?,
646901.2,6998748.1,1.18,384,?,
633893.2,6988940.1,1.18,256,ponte,
618589.2,6975820.1,1.18,256,?,
651693.2,6949220.1,1.18,448,?,
671621.2,7029588.1,1.17,384,?,
677517.2,7025764.1,1.17,320,?,
635133.2,7019132.1,1.17,256,?,
585285.2,7009932.1,1.17,320,?,
647621.2,7002588.1,1.17,384,?,
683293.2,6989756.1,1.17,384,?,
681245.2,6989516.1,1.17,448,?,
624389.2,6989140.1,1.17,8064,?,
633253.2,6984516.1,1.17,1216,?,
633061.2,6983804.1,1.17,512,?,
640005.2,6959364.1,1.17,832,ponte,
649045.2,6952260.1,1.17,320,?,
645245.2,7006172.1,1.16,256,?,
696077.2,6996012.1,1.16,448,?,
633893.2,6988868.1,1.16,256,ponte,
625045.2,6988756.1,1.16,448,?,
671773.2,7032340.1,1.15,256,?,
674669.2,7023748.1,1.15,832,?,
728517.2,7018980.1,1.15,256,?,
615893.2,6988788.1,1.15,320,?,
633325.2,6982276.1,1.15,576,?,
640773.2,6957676.1,1.15,320,?,
644965.2,6955412.1,1.15,448,?,
672045.2,7028924.1,1.14,256,?,
672197.2,7028900.1,1.14,256,?,
679741.2,7024764.1,1.14,3776,?,
669533.2,7017708.1,1.14,256,?,
644037.2,7008644.1,1.14,1280,?,
704613.2,7000268.1,1.14,256,?,
689469.2,7025884.1,1.13,384,?,
606109.2,6997924.1,1.13,640,?,
625125.2,6988796.1,1.13,384,?,
656509.2,6939004.1,1.13,256,?,
635093.2,7019164.1,1.12,256,?,
655269.2,7004164.1,1.12,256,?,
633197.2,6983004.1,1.12,320,?,
633133.2,6982844.1,1.12,512,?,
633709.2,6981316.1,1.12,512,?,
654677.2,7004532.1,1.11,448,?,
653093.2,7003364.1,1.11,704,?,
633077.2,6983420.1,1.11,320,?,
633341.2,6982228.1,1.11,320,?,
651629.2,6949364.1,1.11,256,?,
728149.2,7018956.1,1.1,256,ponte,
617813.2,6991044.1,1.1,320,?,
634709.2,6989868.1,1.1,704,?,
633509.2,6985164.1,1.1,384,?,
648645.2,7000692.1,1.09,320,?,
608021.2,6996308.1,1.09,640,?,
624365.2,6989228.1,1.09,384,?,
633085.2,6983844.1,1.09,256,?,
671853.2,7030644.1,1.08,256,?,
683725.2,7023708.1,1.08,320,?,
632957.2,6983764.1,1.08,512,?,
637037.2,6972620.1,1.08,256,?,
677853.2,7025012.1,1.07,256,?,
664517.2,7005004.1,1.07,320,?,
647005.2,7000316.1,1.07,384,?,
671845.2,7030492.1,1.06,256,?,
686893.2,7024892.1,1.06,704,represa,PCH Salto (Salto Weissbach) - Barragem IV
690565.2,7024100.1,1.06,2880,?,
670405.2,7019820.1,1.06,256,?,
646797.2,6997692.1,1.06,256,represa,UHE Salto Pilão - Vertedouro
633877.2,6988900.1,1.06,256,ponte,
671837.2,7030412.1,1.05,384,ponte,
671837.2,7030180.1,1.05,768,?,
671813.2,7029780.1,1.05,256,?,
677021.2,7025972.1,1.05,384,?,
625069.2,6988780.1,1.05,448,?,
625021.2,6988780.1,1.05,384,?,
669821.2,7017980.1,1.04,256,?,
606749.2,6997716.1,1.04,256,?,
624357.2,6989380.1,1.04,256,?,
706365.2,7000636.1,1.03,256,?,
696221.2,6994924.1,1.03,384,?,
633125.2,6982796.1,1.03,256,?,
726213.2,7025340.1,1.02,320,?,
690661.2,7023980.1,1.02,384,?,
726269.2,7025372.1,1.01,256,?,
693381.2,6991380.1,1.01,448,?,
