river;reach;rs
Itajai_Oeste;;398.3
Itajai_Oeste;;248.3
Itajai_Oeste;;248.3
Itajai_Oeste;;98.3
Itajai_Oeste;;98.3
Itajai_Oeste;;0.0
Itajai_Oeste;;0.0
Itajai_Sul;;371.19
Itajai_Sul;;221.19
Itajai_Sul;;221.19
Itajai_Sul;;71.19
Itajai_Sul;;71.19
Itajai_Sul;;0.0
Itajai_Sul;;0.0
Itajai_Acu;;140150.5
Itajai_Acu;;140150.5
Itajai_Acu;;6350.51
Itajai_Acu;;6350.51
Itajai_Acu;;6350.51
Itajai_Acu;;6350.51
Itajai_Mirim;;0.0
Itajai_Norte;;0.0
