dist_foz_km;largura_lamina_m;largura_calha_plena_m;cota_espelho;obs
8.19;;;;sem margem
7.69;;;;sem margem
7.19;79;91;34.46;
6.69;;;;sem margem
6.19;35;79;29.17;
5.69;;;;sem margem
5.19;18;50;28.94;
4.69;20;66;21.01;
4.19;;;;sem margem
3.69;25;138;20.98;
3.19;;;;sem margem
2.69;14;73;19.42;
2.19;26;73;19.52;
1.69;43;98;18.87;
1.19;12;56;18.96;
0.69;;;;sem margem
